#NAME?;NIKKEI 225 STOCK AVERAGE - PRICE INDEX
08.04.65;1183,12
09.04.65;1180,57
12.04.65;1163
13.04.65;1149,41
14.04.65;1142,23
15.04.65;1151,73
16.04.65;1148,21
19.04.65;1136,13
20.04.65;1131,17
21.04.65;1119,86
22.04.65;1144,55
23.04.65;1133,3
26.04.65;1144,22
27.04.65;1150,08
28.04.65;1171,06
29.04.65;1171,06
30.04.65;1176,64
03.05.65;1176,64
04.05.65;1173,48
05.05.65;1173,48
06.05.65;1163,51
07.05.65;1162,63
10.05.65;1162,5
11.05.65;1163,87
12.05.65;1157,17
13.05.65;1159,86
14.05.65;1150,47
17.05.65;1149,03
18.05.65;1147,25
19.05.65;1140,79
20.05.65;1141,23
21.05.65;1142,69
24.05.65;1133,63
25.05.65;1124,83
26.05.65;1117,66
27.05.65;1101
28.05.65;1081,51
31.05.65;1096,62
01.06.65;1092,85
02.06.65;1119,26
03.06.65;1131,32
04.06.65;1120,53
07.06.65;1114,52
08.06.65;1109,42
09.06.65;1101,35
10.06.65;1090,38
11.06.65;1093,14
14.06.65;1080,29
15.06.65;1069,07
16.06.65;1062,68
17.06.65;1055,6
18.06.65;1080,21
21.06.65;1075,6
22.06.65;1104,03
23.06.65;1091,17
24.06.65;1090,56
25.06.65;1096,56
28.06.65;1072,41
29.06.65;1067,72
30.06.65;1060,11
01.07.65;1064,59
02.07.65;1065,89
05.07.65;1049,07
06.07.65;1046,98
07.07.65;1037,52
08.07.65;1038,45
09.07.65;1032,95
12.07.65;1020,49
13.07.65;1026,77
14.07.65;1033,14
15.07.65;1024,68
16.07.65;1037,97
19.07.65;1037,52
20.07.65;1045,38
21.07.65;1045,69
22.07.65;1036,07
23.07.65;1027,85
26.07.65;1034,34
27.07.65;1052,06
28.07.65;1066,19
29.07.65;1085,41
30.07.65;1097,2
02.08.65;1120,59
03.08.65;1111,69
04.08.65;1135,31
05.08.65;1153,71
06.08.65;1145,87
09.08.65;1150,57
10.08.65;1133
11.08.65;1122,09
12.08.65;1130,33
13.08.65;1146,66
16.08.65;1158,35
17.08.65;1151,77
18.08.65;1157,02
19.08.65;1168,62
20.08.65;1165,81
23.08.65;1170,92
24.08.65;1183,34
25.08.65;1198,91
26.08.65;1198,38
27.08.65;1214,95
30.08.65;1245,49
31.08.65;1255,58
01.09.65;1249,72
02.09.65;1240,07
03.09.65;1256,22
06.09.65;1235,78
07.09.65;1239,98
08.09.65;1260,02
09.09.65;1277,15
10.09.65;1273,23
13.09.65;1250,29
14.09.65;1250,1
15.09.65;1241,93
16.09.65;1242,95
17.09.65;1266,4
20.09.65;1271,76
21.09.65;1253,25
22.09.65;1252,16
23.09.65;1252,16
24.09.65;1243,4
27.09.65;1233,41
28.09.65;1251,88
29.09.65;1235,81
30.09.65;1223,74
01.10.65;1210,11
04.10.65;1204,48
05.10.65;1191,89
06.10.65;1201,9
07.10.65;1207,46
08.10.65;1198,11
11.10.65;1219,12
12.10.65;1233,77
13.10.65;1258,34
14.10.65;1243,55
15.10.65;1253,87
18.10.65;1248,84
19.10.65;1253,34
20.10.65;1242,77
21.10.65;1242,24
22.10.65;1240,86
25.10.65;1222,83
26.10.65;1234,74
27.10.65;1247,42
28.10.65;1250,37
29.10.65;1250,68
01.11.65;1268
02.11.65;1264,6
03.11.65;1264,6
04.11.65;1268,64
05.11.65;1262,8
08.11.65;1284,31
09.11.65;1295,42
10.11.65;1300,97
11.11.65;1304,9
12.11.65;1323,11
15.11.65;1304,22
16.11.65;1319,87
17.11.65;1313,81
18.11.65;1340,47
19.11.65;1329,28
22.11.65;1343,67
23.11.65;1343,67
24.11.65;1354,42
25.11.65;1325,56
26.11.65;1335,93
29.11.65;1359,81
30.11.65;1373,16
01.12.65;1377,67
02.12.65;1409,07
03.12.65;1376,56
06.12.65;1315,26
07.12.65;1349,3
08.12.65;1357,78
09.12.65;1330,08
10.12.65;1334,94
13.12.65;1340,05
14.12.65;1347,83
15.12.65;1362,81
16.12.65;1373,62
17.12.65;1369,84
20.12.65;1367,42
21.12.65;1364,97
22.12.65;1373,19
23.12.65;1380,41
24.12.65;1389,29
27.12.65;1412,77
28.12.65;1417,83
29.12.65;1417,83
30.12.65;1417,83
31.12.65;1417,83
03.01.66;1417,83
04.01.66;1430,13
05.01.66;1414,87
06.01.66;1434,94
07.01.66;1428,53
10.01.66;1421,5
11.01.66;1410,43
12.01.66;1418,46
13.01.66;1416,25
14.01.66;1416,12
17.01.66;1421,1
18.01.66;1414,01
19.01.66;1414,55
20.01.66;1421,55
21.01.66;1435,34
24.01.66;1451,68
25.01.66;1445,34
26.01.66;1457,19
27.01.66;1454,76
28.01.66;1465,83
31.01.66;1470,38
01.02.66;1485,24
02.02.66;1492,42
03.02.66;1482,7
04.02.66;1487,09
07.02.66;1498,89
08.02.66;1503,91
09.02.66;1505,7
10.02.66;1489,11
11.02.66;1497,45
14.02.66;1464,27
15.02.66;1453,1
16.02.66;1464,67
17.02.66;1442,02
18.02.66;1459,63
21.02.66;1465,79
22.02.66;1465,42
23.02.66;1480,47
24.02.66;1490,78
25.02.66;1491,76
28.02.66;1507,41
01.03.66;1520,71
02.03.66;1514,62
03.03.66;1517,84
04.03.66;1524,99
07.03.66;1533,75
08.03.66;1545,78
09.03.66;1542,72
10.03.66;1529,93
11.03.66;1512,19
14.03.66;1535,04
15.03.66;1540,59
16.03.66;1560,09
17.03.66;1551,25
18.03.66;1558,77
21.03.66;1558,77
22.03.66;1568,28
23.03.66;1562,65
24.03.66;1571,83
25.03.66;1550,21
28.03.66;1566,6
29.03.66;1579,57
30.03.66;1577,13
31.03.66;1584,28
01.04.66;1588,73
04.04.66;1573,87
05.04.66;1573,07
06.04.66;1564,66
07.04.66;1540,46
08.04.66;1548
11.04.66;1536,88
12.04.66;1551,51
13.04.66;1555,71
14.04.66;1537,9
15.04.66;1535,2
18.04.66;1531,53
19.04.66;1508,04
20.04.66;1486,93
21.04.66;1502,8
22.04.66;1503,09
25.04.66;1530,16
26.04.66;1523
27.04.66;1557,07
28.04.66;1553,68
29.04.66;1553,68
02.05.66;1565,55
03.05.66;1565,55
04.05.66;1582,15
05.05.66;1582,15
06.05.66;1581,58
09.05.66;1572,94
10.05.66;1568,37
11.05.66;1575,29
12.05.66;1582,73
13.05.66;1571,1
16.05.66;1558,15
17.05.66;1559,67
18.05.66;1564,94
19.05.66;1556,84
20.05.66;1552,76
23.05.66;1561,14
24.05.66;1574,06
25.05.66;1568,93
26.05.66;1572,97
27.05.66;1550,06
30.05.66;1512,63
31.05.66;1514,15
01.06.66;1490,85
02.06.66;1502,67
03.06.66;1517,81
06.06.66;1524,5
07.06.66;1516,9
08.06.66;1511,8
09.06.66;1507,03
10.06.66;1515,01
13.06.66;1526,5
14.06.66;1543,1
15.06.66;1545,77
16.06.66;1530,35
17.06.66;1519,42
20.06.66;1514,94
21.06.66;1522,71
22.06.66;1513,95
23.06.66;1504,14
24.06.66;1513,38
27.06.66;1521
28.06.66;1510,14
29.06.66;1514,52
30.06.66;1494,9
01.07.66;1509,16
04.07.66;1532,66
05.07.66;1525,56
06.07.66;1512,78
07.07.66;1524,95
08.07.66;1507,11
11.07.66;1480,5
12.07.66;1451,92
13.07.66;1443,83
14.07.66;1445,85
15.07.66;1465,21
18.07.66;1434,68
19.07.66;1460,55
20.07.66;1464,36
21.07.66;1472,33
22.07.66;1475,39
25.07.66;1470,98
26.07.66;1468,23
27.07.66;1486,01
28.07.66;1486,02
29.07.66;1499
01.08.66;1495,88
02.08.66;1494,04
03.08.66;1490,79
04.08.66;1479,08
05.08.66;1479,85
08.08.66;1475,05
09.08.66;1487,62
10.08.66;1486,61
11.08.66;1483,58
12.08.66;1486,38
15.08.66;1496,94
16.08.66;1497,35
17.08.66;1494,13
18.08.66;1486,21
19.08.66;1466,43
22.08.66;1463,69
23.08.66;1469,55
24.08.66;1450,61
25.08.66;1456,24
26.08.66;1459
29.08.66;1456,63
30.08.66;1468,29
31.08.66;1463,04
01.09.66;1472,86
02.09.66;1470,95
05.09.66;1456,77
06.09.66;1453,32
07.09.66;1441,24
08.09.66;1449,88
09.09.66;1436,15
12.09.66;1442,37
13.09.66;1440,62
14.09.66;1431,24
15.09.66;1431,24
16.09.66;1422,17
19.09.66;1435,89
20.09.66;1454,36
21.09.66;1451,48
22.09.66;1461,44
23.09.66;1461,44
26.09.66;1467,69
27.09.66;1471,15
28.09.66;1466,76
29.09.66;1464,59
30.09.66;1465,43
03.10.66;1469,24
04.10.66;1459,33
05.10.66;1461,6
06.10.66;1450,34
07.10.66;1444,89
10.10.66;1444,89
11.10.66;1442,22
12.10.66;1436,71
13.10.66;1445,03
14.10.66;1448,17
17.10.66;1432,92
18.10.66;1441,43
19.10.66;1433,46
20.10.66;1426,99
21.10.66;1420,26
24.10.66;1413,78
25.10.66;1418,56
26.10.66;1412,2
27.10.66;1408,08
28.10.66;1430,04
31.10.66;1441,02
01.11.66;1431,92
02.11.66;1438,29
03.11.66;1438,29
04.11.66;1438,58
07.11.66;1445,08
08.11.66;1443,6
09.11.66;1428,77
10.11.66;1425,39
11.11.66;1418,5
14.11.66;1415,02
15.11.66;1418,06
16.11.66;1414,6
17.11.66;1426,58
18.11.66;1427,23
21.11.66;1431,27
22.11.66;1424,98
23.11.66;1424,98
24.11.66;1416,22
25.11.66;1405,58
28.11.66;1391,77
29.11.66;1392,24
30.11.66;1390,21
01.12.66;1392,07
02.12.66;1378,34
05.12.66;1364,34
06.12.66;1366,31
07.12.66;1375,43
08.12.66;1380,36
09.12.66;1393,64
12.12.66;1391,49
13.12.66;1387,1
14.12.66;1386,25
15.12.66;1379,35
16.12.66;1376,49
19.12.66;1394,23
20.12.66;1404,3
21.12.66;1402,03
22.12.66;1417,98
23.12.66;1434,13
26.12.66;1449,6
27.12.66;1444,91
28.12.66;1452,1
29.12.66;1452,1
30.12.66;1452,1
02.01.67;1452,1
03.01.67;1452,1
04.01.67;1441,35
05.01.67;1419,97
06.01.67;1413,93
09.01.67;1424,02
10.01.67;1416,93
11.01.67;1410,31
12.01.67;1416,01
13.01.67;1418,23
16.01.67;1441,83
17.01.67;1447,14
18.01.67;1440,48
19.01.67;1444,01
20.01.67;1441,97
23.01.67;1443,27
24.01.67;1446,48
25.01.67;1444,09
26.01.67;1428,95
27.01.67;1429,14
30.01.67;1457,5
31.01.67;1463,11
01.02.67;1463,64
02.02.67;1472,24
03.02.67;1480,51
06.02.67;1481,81
07.02.67;1483,48
08.02.67;1488,78
09.02.67;1446,66
10.02.67;1472,85
13.02.67;1460,38
14.02.67;1454,86
15.02.67;1467,51
16.02.67;1476,21
17.02.67;1468,15
20.02.67;1476,01
21.02.67;1472,21
22.02.67;1478,24
23.02.67;1482,23
24.02.67;1484,95
27.02.67;1499,09
28.02.67;1494,82
01.03.67;1506,27
02.03.67;1502,64
03.03.67;1485,07
06.03.67;1487,41
07.03.67;1480,44
08.03.67;1468,5
09.03.67;1473,18
10.03.67;1468,4
13.03.67;1460,62
14.03.67;1465,32
15.03.67;1466,94
16.03.67;1459,36
17.03.67;1467,12
20.03.67;1467,74
21.03.67;1467,74
22.03.67;1462,99
23.03.67;1455,45
24.03.67;1456,61
27.03.67;1450,31
28.03.67;1438
29.03.67;1456,47
30.03.67;1446,57
31.03.67;1455,58
03.04.67;1439,12
04.04.67;1426,47
05.04.67;1434,47
06.04.67;1428,16
07.04.67;1425,71
10.04.67;1432,63
11.04.67;1428,78
12.04.67;1418,02
13.04.67;1420,72
14.04.67;1432,42
17.04.67;1431,85
18.04.67;1436,22
19.04.67;1438,22
20.04.67;1438,59
21.04.67;1445,46
24.04.67;1436,68
25.04.67;1438,97
26.04.67;1443,43
27.04.67;1438,23
28.04.67;1437,24
01.05.67;1441,12
02.05.67;1448,74
03.05.67;1448,74
04.05.67;1456,03
05.05.67;1456,03
08.05.67;1457,49
09.05.67;1451,64
10.05.67;1461,62
11.05.67;1476,52
12.05.67;1476,58
15.05.67;1480,81
16.05.67;1477,44
17.05.67;1480,53
18.05.67;1477,72
19.05.67;1480,74
22.05.67;1474,77
23.05.67;1485,62
24.05.67;1479,59
25.05.67;1481,58
26.05.67;1474,75
29.05.67;1490,82
30.05.67;1495,57
31.05.67;1505,94
01.06.67;1502,78
02.06.67;1498,25
05.06.67;1488,69
06.06.67;1483,04
07.06.67;1476,9
08.06.67;1490,58
09.06.67;1487,79
12.06.67;1487,8
13.06.67;1479,04
14.06.67;1480,36
15.06.67;1475,25
16.06.67;1478,48
19.06.67;1468,5
20.06.67;1470,71
21.06.67;1477,45
22.06.67;1474,29
23.06.67;1474,03
26.06.67;1489,45
27.06.67;1490,63
28.06.67;1486,16
29.06.67;1494,42
30.06.67;1494,18
03.07.67;1494,44
04.07.67;1486,59
05.07.67;1489,28
06.07.67;1486,74
07.07.67;1477,16
10.07.67;1481,99
11.07.67;1475,66
12.07.67;1477,75
13.07.67;1482,65
14.07.67;1480,82
17.07.67;1481,55
18.07.67;1481,24
19.07.67;1483,27
20.07.67;1492,11
21.07.67;1494,07
24.07.67;1494,21
25.07.67;1489,34
26.07.67;1488,11
27.07.67;1486,48
28.07.67;1483,63
31.07.67;1476,33
01.08.67;1461,73
02.08.67;1446,02
03.08.67;1446,28
04.08.67;1446,74
07.08.67;1429,36
08.08.67;1435,39
09.08.67;1430,87
10.08.67;1429,48
11.08.67;1414,48
14.08.67;1369,45
15.08.67;1383,73
16.08.67;1354,21
17.08.67;1360,9
18.08.67;1356,96
21.08.67;1321,54
22.08.67;1340,31
23.08.67;1337,03
24.08.67;1350,9
25.08.67;1342,17
28.08.67;1335,15
29.08.67;1336,84
30.08.67;1324,83
31.08.67;1342,68
01.09.67;1352,54
04.09.67;1373,83
05.09.67;1371,37
06.09.67;1364,23
07.09.67;1353,91
08.09.67;1337,49
11.09.67;1331,67
12.09.67;1329,72
13.09.67;1333,83
14.09.67;1334,66
15.09.67;1334,66
18.09.67;1344,12
19.09.67;1342,52
20.09.67;1340,35
21.09.67;1339,19
22.09.67;1350,27
25.09.67;1340,38
26.09.67;1336,18
27.09.67;1317,81
28.09.67;1320
29.09.67;1323,91
02.10.67;1312,28
03.10.67;1330,4
04.10.67;1348,58
05.10.67;1343,01
06.10.67;1363,01
09.10.67;1380,43
10.10.67;1380,43
11.10.67;1367,36
12.10.67;1365,18
13.10.67;1362,66
16.10.67;1372,99
17.10.67;1366
18.10.67;1372,19
19.10.67;1375,14
20.10.67;1378,7
23.10.67;1382,53
24.10.67;1385,43
25.10.67;1382,36
26.10.67;1384,17
27.10.67;1376,09
30.10.67;1385,61
31.10.67;1376,05
01.11.67;1378,07
02.11.67;1364,61
03.11.67;1364,61
06.11.67;1368,92
07.11.67;1360,74
08.11.67;1364,89
09.11.67;1361,25
10.11.67;1344,69
13.11.67;1342,04
14.11.67;1351,96
15.11.67;1344,42
16.11.67;1349,3
17.11.67;1343,79
20.11.67;1273,33
21.11.67;1265,24
22.11.67;1282,4
23.11.67;1282,4
24.11.67;1271,58
27.11.67;1269,05
28.11.67;1275,77
29.11.67;1285,68
30.11.67;1277,27
01.12.67;1284,88
04.12.67;1294,93
05.12.67;1279,34
06.12.67;1274,61
07.12.67;1277,03
08.12.67;1260,63
11.12.67;1250,14
12.12.67;1263,25
13.12.67;1264,2
14.12.67;1258,24
15.12.67;1258,37
18.12.67;1259,57
19.12.67;1274,39
20.12.67;1279,59
21.12.67;1279,86
22.12.67;1291,08
25.12.67;1290,29
26.12.67;1278,96
27.12.67;1279,29
28.12.67;1283,47
29.12.67;1283,47
01.01.68;1283,47
02.01.68;1283,47
03.01.68;1283,47
04.01.68;1266,27
05.01.68;1282,38
08.01.68;1283,53
09.01.68;1305,94
10.01.68;1303,11
11.01.68;1316,89
12.01.68;1314,47
15.01.68;1314,47
16.01.68;1314,98
17.01.68;1319,98
18.01.68;1322,99
19.01.68;1312,74
22.01.68;1306,49
23.01.68;1307,55
24.01.68;1304,45
25.01.68;1305,23
26.01.68;1313,18
29.01.68;1306,61
30.01.68;1306,67
31.01.68;1312,2
01.02.68;1311,71
02.02.68;1318,11
05.02.68;1320,58
06.02.68;1329,36
07.02.68;1331,77
08.02.68;1329,02
09.02.68;1330,73
12.02.68;1329,18
13.02.68;1337,59
14.02.68;1340,08
15.02.68;1334,22
16.02.68;1344,92
19.02.68;1345,01
20.02.68;1341,64
21.02.68;1342,67
22.02.68;1352,03
23.02.68;1348,65
26.02.68;1341,03
27.02.68;1351,13
28.02.68;1344,66
29.02.68;1349,77
01.03.68;1355,49
04.03.68;1337,6
05.03.68;1331,86
06.03.68;1322,01
07.03.68;1327
08.03.68;1321,41
11.03.68;1326,68
12.03.68;1328,09
13.03.68;1335,07
14.03.68;1318,01
15.03.68;1340,54
18.03.68;1373
19.03.68;1371,03
20.03.68;1371,03
21.03.68;1355,17
22.03.68;1350,64
25.03.68;1356,72
26.03.68;1364,69
27.03.68;1354,69
28.03.68;1369,72
29.03.68;1361,15
01.04.68;1367,36
02.04.68;1380,77
03.04.68;1378,69
04.04.68;1391,27
05.04.68;1393,32
08.04.68;1406,32
09.04.68;1404,07
10.04.68;1402,19
11.04.68;1403,55
12.04.68;1415
15.04.68;1443,65
16.04.68;1433,94
17.04.68;1435,08
18.04.68;1437,3
19.04.68;1438,62
22.04.68;1440,48
23.04.68;1444,81
24.04.68;1450,32
25.04.68;1449,67
26.04.68;1438,24
29.04.68;1438,24
30.04.68;1456,07
01.05.68;1464,76
02.05.68;1464,82
03.05.68;1464,82
06.05.68;1482,69
07.05.68;1480,16
08.05.68;1470,39
09.05.68;1478,17
10.05.68;1473,5
13.05.68;1469,5
14.05.68;1466,37
15.05.68;1469,91
16.05.68;1476,35
17.05.68;1485,86
20.05.68;1500,41
21.05.68;1476,67
22.05.68;1466,09
23.05.68;1471,02
24.05.68;1460,1
27.05.68;1460,02
28.05.68;1465,6
29.05.68;1452,32
30.05.68;1454,93
31.05.68;1462,34
03.06.68;1496,56
04.06.68;1509,49
05.06.68;1518,66
06.06.68;1510,51
07.06.68;1522,37
10.06.68;1522,59
11.06.68;1531,46
12.06.68;1519,06
13.06.68;1523,2
14.06.68;1524,03
17.06.68;1532
18.06.68;1515,19
19.06.68;1481,24
20.06.68;1484,7
21.06.68;1482,54
24.06.68;1506,94
25.06.68;1501,71
26.06.68;1518,18
27.06.68;1527,78
28.06.68;1531,13
01.07.68;1548,9
02.07.68;1542,96
03.07.68;1548,69
04.07.68;1540,42
05.07.68;1547,09
08.07.68;1552,76
09.07.68;1544,68
10.07.68;1549,87
11.07.68;1554,96
12.07.68;1564,48
15.07.68;1581,56
16.07.68;1564,24
17.07.68;1561,66
18.07.68;1561,94
19.07.68;1565,87
22.07.68;1573,8
23.07.68;1577,8
24.07.68;1569,13
25.07.68;1570,07
26.07.68;1582,83
29.07.68;1592,11
30.07.68;1583
31.07.68;1602,97
01.08.68;1601,58
02.08.68;1601,84
05.08.68;1604,57
06.08.68;1598,44
07.08.68;1617,9
08.08.68;1622,18
09.08.68;1622,86
12.08.68;1627,82
13.08.68;1631,24
14.08.68;1630,03
15.08.68;1617,96
16.08.68;1612,26
19.08.68;1623,19
20.08.68;1636,73
21.08.68;1641,03
22.08.68;1648,17
23.08.68;1647,42
26.08.68;1655,68
27.08.68;1666,34
28.08.68;1672,72
29.08.68;1691,63
30.08.68;1691,91
02.09.68;1717,6
03.09.68;1723,47
04.09.68;1705,15
05.09.68;1727,92
06.09.68;1736,94
09.09.68;1748,56
10.09.68;1753,71
11.09.68;1766,12
12.09.68;1766,22
13.09.68;1764,41
16.09.68;1777,05
17.09.68;1792,1
18.09.68;1796,49
19.09.68;1793,83
20.09.68;1801,62
23.09.68;1801,62
24.09.68;1802,98
25.09.68;1806,12
26.09.68;1805,61
27.09.68;1820,23
30.09.68;1839,81
01.10.68;1835,12
02.10.68;1851,49
03.10.68;1809,61
04.10.68;1803,24
07.10.68;1830,64
08.10.68;1827,67
09.10.68;1770,93
10.10.68;1770,93
11.10.68;1715,47
14.10.68;1747,06
15.10.68;1707,72
16.10.68;1700,48
17.10.68;1724,73
18.10.68;1741,93
21.10.68;1746,83
22.10.68;1726,62
23.10.68;1739,65
24.10.68;1749,33
25.10.68;1758,74
28.10.68;1755,51
29.10.68;1768,94
30.10.68;1762,53
31.10.68;1745,29
01.11.68;1741,92
04.11.68;1710,07
05.11.68;1709,81
06.11.68;1705,71
07.11.68;1679,59
08.11.68;1668,09
11.11.68;1658,45
12.11.68;1659,18
13.11.68;1678,55
14.11.68;1695,05
15.11.68;1697,08
18.11.68;1705,01
19.11.68;1712,29
20.11.68;1710,15
21.11.68;1696,2
22.11.68;1693,04
25.11.68;1668,55
26.11.68;1684,52
27.11.68;1688,68
28.11.68;1695,91
29.11.68;1716,61
02.12.68;1743,21
03.12.68;1736,21
04.12.68;1725,79
05.12.68;1718,42
06.12.68;1718,09
09.12.68;1690,98
10.12.68;1710,97
11.12.68;1718,13
12.12.68;1725,43
13.12.68;1712
16.12.68;1722,33
17.12.68;1711,57
18.12.68;1692,93
19.12.68;1696,14
20.12.68;1702,45
23.12.68;1686,64
24.12.68;1701,67
25.12.68;1701,38
26.12.68;1705,75
27.12.68;1699,08
30.12.68;1699,08
31.12.68;1699,08
01.01.69;1699,08
02.01.69;1699,08
03.01.69;1699,08
06.01.69;1755,15
07.01.69;1761,93
08.01.69;1759,26
09.01.69;1753,31
10.01.69;1756,89
13.01.69;1767,35
14.01.69;1771,24
15.01.69;1771,24
16.01.69;1782,05
17.01.69;1779,63
20.01.69;1798,9
21.01.69;1803,9
22.01.69;1820,25
23.01.69;1830,87
24.01.69;1825,8
27.01.69;1833,29
28.01.69;1820,62
29.01.69;1831,77
30.01.69;1826,12
31.01.69;1830,26
03.02.69;1828,04
04.02.69;1815,07
05.02.69;1833,75
06.02.69;1840,7
07.02.69;1845,95
10.02.69;1851,08
11.02.69;1851,08
12.02.69;1852,38
13.02.69;1843,07
14.02.69;1826,14
17.02.69;1824,27
18.02.69;1828,85
19.02.69;1819,42
20.02.69;1791,97
21.02.69;1775,43
24.02.69;1765,9
25.02.69;1771,85
26.02.69;1777,97
27.02.69;1762,97
28.02.69;1758,54
03.03.69;1769,55
04.03.69;1748,88
05.03.69;1764,25
06.03.69;1766,89
07.03.69;1792,89
10.03.69;1789,32
11.03.69;1778,99
12.03.69;1785,25
13.03.69;1803,11
14.03.69;1795,58
17.03.69;1806,64
18.03.69;1798,21
19.03.69;1791,82
20.03.69;1783,2
21.03.69;1783,2
24.03.69;1815,74
25.03.69;1824,75
26.03.69;1832,86
27.03.69;1819,84
28.03.69;1824,07
31.03.69;1841,02
01.04.69;1827,44
02.04.69;1859,13
03.04.69;1844,97
04.04.69;1868,12
07.04.69;1872,1
08.04.69;1870,97
09.04.69;1865,89
10.04.69;1893,02
11.04.69;1893,5
14.04.69;1900,26
15.04.69;1889,21
16.04.69;1871,84
17.04.69;1899,79
18.04.69;1880,83
21.04.69;1878,45
22.04.69;1890,13
23.04.69;1877,25
24.04.69;1891,73
25.04.69;1896,09
28.04.69;1901,03
29.04.69;1901,03
30.04.69;1904,94
01.05.69;1911,54
02.05.69;1906,44
05.05.69;1906,44
06.05.69;1925,14
07.05.69;1924,29
08.05.69;1917,44
09.05.69;1919,07
12.05.69;1938,98
13.05.69;1947,71
14.05.69;1938,61
15.05.69;1937,23
16.05.69;1937,05
19.05.69;1939,83
20.05.69;1928,29
21.05.69;1930,34
22.05.69;1929,58
23.05.69;1932,2
26.05.69;1939,37
27.05.69;1955,94
28.05.69;1959,57
29.05.69;1971
30.05.69;1990,53
02.06.69;2007,61
03.06.69;2000,47
04.06.69;2001,77
05.06.69;2000,96
06.06.69;2009,18
09.06.69;2029,1
10.06.69;2029,59
11.06.69;2014,64
12.06.69;1926,01
13.06.69;1913,32
16.06.69;1955,69
17.06.69;1938,72
18.06.69;1884,82
19.06.69;1907,41
20.06.69;1883,5
23.06.69;1867,31
24.06.69;1925,88
25.06.69;1915,31
26.06.69;1938,06
27.06.69;1953,52
30.06.69;1984,61
01.07.69;1969,67
02.07.69;1990,35
03.07.69;1998
04.07.69;1992,81
07.07.69;1983,14
08.07.69;1987,6
09.07.69;1979,13
10.07.69;1930,56
11.07.69;1948,64
14.07.69;1911,12
15.07.69;1938,08
16.07.69;1919,46
17.07.69;1898,88
18.07.69;1906
21.07.69;1922,52
22.07.69;1921,53
23.07.69;1888,04
24.07.69;1900,19
25.07.69;1888,42
28.07.69;1875
29.07.69;1845,4
30.07.69;1842,57
31.07.69;1865,59
01.08.69;1879,41
04.08.69;1878,14
05.08.69;1878,7
06.08.69;1867,79
07.08.69;1860,41
08.08.69;1844,03
11.08.69;1877,2
12.08.69;1900,89
13.08.69;1910,87
14.08.69;1900,63
15.08.69;1896,09
18.08.69;1896,83
19.08.69;1897,75
20.08.69;1890,38
21.08.69;1891,29
22.08.69;1871,79
25.08.69;1880,43
26.08.69;1890,67
27.08.69;1890,24
28.08.69;1909,26
29.08.69;1923,19
01.09.69;1951,54
02.09.69;1964,81
03.09.69;1972,68
04.09.69;1971,47
05.09.69;1984,69
08.09.69;1983,95
09.09.69;1964,46
10.09.69;1988,5
11.09.69;1987,91
12.09.69;1987,62
15.09.69;1987,62
16.09.69;2014,16
17.09.69;2016,71
18.09.69;1995,26
19.09.69;2000,43
22.09.69;2016,85
23.09.69;2016,85
24.09.69;2012,27
25.09.69;2012,96
26.09.69;1988,92
29.09.69;1995,96
30.09.69;2016,15
01.10.69;2036,8
02.10.69;2023,89
03.10.69;2027,94
06.10.69;2038,72
07.10.69;2033,81
08.10.69;2022,7
09.10.69;2033,52
10.10.69;2033,52
13.10.69;2068,32
14.10.69;2062,85
15.10.69;2074,11
16.10.69;2098,65
17.10.69;2097,49
20.10.69;2079,75
21.10.69;2099,39
22.10.69;2110,27
23.10.69;2092,9
24.10.69;2120,94
27.10.69;2117,12
28.10.69;2136,8
29.10.69;2150,1
30.10.69;2145,16
31.10.69;2130,3
03.11.69;2130,3
04.11.69;2133,97
05.11.69;2135,44
06.11.69;2121,99
07.11.69;2102,58
10.11.69;2121,31
11.11.69;2118,26
12.11.69;2104,52
13.11.69;2118,15
14.11.69;2147,52
17.11.69;2155,14
18.11.69;2168,21
19.11.69;2181,97
20.11.69;2210,6
21.11.69;2201,52
24.11.69;2199,11
25.11.69;2213,14
26.11.69;2211,97
27.11.69;2230,58
28.11.69;2201,41
01.12.69;2251,37
02.12.69;2252,61
03.12.69;2195,43
04.12.69;2171,79
05.12.69;2170,15
08.12.69;2198,98
09.12.69;2193,04
10.12.69;2219,19
11.12.69;2225,05
12.12.69;2253,59
15.12.69;2261,9
16.12.69;2261,43
17.12.69;2268,55
18.12.69;2275,37
19.12.69;2278,83
22.12.69;2258,26
23.12.69;2270,71
24.12.69;2287,07
25.12.69;2324,06
26.12.69;2348,03
29.12.69;2348,03
30.12.69;2348,03
31.12.69;2348,03
01.01.70;2348,03
02.01.70;2348,03
05.01.70;2402,85
06.01.70;2406,22
07.01.70;2394,96
08.01.70;2283,68
09.01.70;2359
12.01.70;2324,24
13.01.70;2297,69
14.01.70;2288,14
15.01.70;2288,14
16.01.70;2286,45
19.01.70;2309,38
20.01.70;2309,94
21.01.70;2325,36
22.01.70;2322,58
23.01.70;2312
26.01.70;2316,71
27.01.70;2321,83
28.01.70;2324,77
29.01.70;2328,6
30.01.70;2296,43
02.02.70;2310,45
03.02.70;2296,68
04.02.70;2313,31
05.02.70;2306,78
06.02.70;2302,93
09.02.70;2306,4
10.02.70;2306,25
11.02.70;2306,25
12.02.70;2311,78
13.02.70;2298,65
16.02.70;2293,93
17.02.70;2294,71
18.02.70;2313,23
19.02.70;2324,4
20.02.70;2322,98
23.02.70;2361,47
