#NAME?;NIKKEI 225 STOCK AVERAGE - PRICE INDEX
01.08.86;17321,93
04.08.86;17263,1
05.08.86;17414,78
06.08.86;17353,48
07.08.86;17422,36
08.08.86;17435,53
11.08.86;17479,11
12.08.86;17794,69
13.08.86;18000,76
14.08.86;18264,71
15.08.86;18376,41
18.08.86;18597,44
19.08.86;18792,61
20.08.86;18936,24
21.08.86;18675,6
22.08.86;18441,31
25.08.86;18565,61
26.08.86;18640,83
27.08.86;18503,27
28.08.86;18367,98
29.08.86;18533,68
01.09.86;18820,75
02.09.86;18694,93
03.09.86;18505,45
04.09.86;18559,64
05.09.86;18775,08
08.09.86;18552,25
09.09.86;18474,09
10.09.86;18619,33
11.09.86;18561,25
12.09.86;18100,52
15.09.86;18100,52
16.09.86;17463,19
17.09.86;17336,62
18.09.86;17478,35
19.09.86;17523,45
22.09.86;17706,3
23.09.86;17706,3
24.09.86;17955,76
25.09.86;17988,35
26.09.86;17960,98
29.09.86;18106,31
30.09.86;17852,86
01.10.86;17564,39
02.10.86;17019,13
03.10.86;17240,22
06.10.86;17435,33
07.10.86;17604,36
08.10.86;17514,8
09.10.86;17650,23
10.10.86;17650,23
13.10.86;17338,73
14.10.86;17318,07
15.10.86;16970,12
16.10.86;16871,89
17.10.86;16701,34
20.10.86;16523,37
21.10.86;16205,77
22.10.86;15819,55
23.10.86;16308,27
24.10.86;16284
27.10.86;16157,8
28.10.86;16397,83
29.10.86;16505,38
30.10.86;17010,95
31.10.86;16910,63
03.11.86;16910,63
04.11.86;16786,9
05.11.86;16713,71
06.11.86;16758,35
07.11.86;16973,64
10.11.86;17053,2
11.11.86;17300,56
12.11.86;17447,89
13.11.86;17438,47
14.11.86;17390,5
17.11.86;17208,15
18.11.86;17273,53
19.11.86;17283,81
20.11.86;17304,56
21.11.86;17489,58
24.11.86;17489,58
25.11.86;17747,5
26.11.86;17727,91
27.11.86;17883,66
28.11.86;18083,02
01.12.86;18307,98
02.12.86;18190,97
03.12.86;18455,06
04.12.86;18623,95
05.12.86;18637,47
08.12.86;18710,68
09.12.86;18602,72
10.12.86;18776,18
11.12.86;18731,25
12.12.86;18830,64
15.12.86;18788,94
16.12.86;18933,07
17.12.86;18847,77
18.12.86;18723,72
19.12.86;18930,03
22.12.86;18825,4
23.12.86;18808,55
24.12.86;18902,85
25.12.86;18774,26
26.12.86;18820,65
29.12.86;18820,65
30.12.86;18820,65
31.12.86;18820,65
01.01.87;18820,65
02.01.87;18820,65
05.01.87;18820,55
06.01.87;18936,76
07.01.87;18842,37
08.01.87;18778,74
09.01.87;18810,36
12.01.87;18669,02
13.01.87;18544,05
14.01.87;18784,27
15.01.87;18784,27
16.01.87;19149,63
19.01.87;19188,68
20.01.87;19216,12
21.01.87;19429,18
22.01.87;19380,51
23.01.87;19456,61
26.01.87;19554,72
27.01.87;19686,83
28.01.87;19789,93
29.01.87;19921,05
30.01.87;20048,35
02.02.87;20072,09
03.02.87;19956,33
04.02.87;19973,87
05.02.87;19795,08
06.02.87;19668,83
09.02.87;19679,32
10.02.87;19813,96
11.02.87;19813,96
12.02.87;19874,89
13.02.87;19628,87
16.02.87;19531,52
17.02.87;19637,93
18.02.87;19881,76
19.02.87;20228,09
20.02.87;20080,39
23.02.87;19940,5
24.02.87;20076,48
25.02.87;20186,33
26.02.87;20453,9
27.02.87;20421,66
02.03.87;20933,82
03.03.87;20971,39
04.03.87;21031,66
05.03.87;21176,03
06.03.87;21105,85
09.03.87;21166,4
10.03.87;21214,46
11.03.87;21312,96
12.03.87;21470,2
13.03.87;21497,95
16.03.87;21415,37
17.03.87;21514,73
18.03.87;21705,06
19.03.87;21644,32
20.03.87;21657,67
23.03.87;21588,25
24.03.87;21435,3
25.03.87;21472,97
26.03.87;21558,79
27.03.87;22026,66
30.03.87;21627,57
31.03.87;21566,66
01.04.87;22040,18
02.04.87;22367,72
03.04.87;22410,85
06.04.87;22586,11
07.04.87;22784,65
08.04.87;22912,99
09.04.87;22922,2
10.04.87;23216,59
13.04.87;22919,54
14.04.87;23524,08
15.04.87;23510,69
16.04.87;23868,43
17.04.87;23938,35
20.04.87;23895,22
21.04.87;23886,1
22.04.87;24097,79
23.04.87;24024,61
24.04.87;24006,37
27.04.87;23072,41
28.04.87;22889,86
29.04.87;22889,86
30.04.87;23274,83
01.05.87;23680,89
04.05.87;23680,89
05.05.87;23680,89
06.05.87;23918,56
07.05.87;24207,55
08.05.87;24589,23
11.05.87;24608,22
12.05.87;24535,85
13.05.87;24363,19
14.05.87;24651,44
15.05.87;24729,03
18.05.87;24298,98
19.05.87;24077,88
20.05.87;23419,6
21.05.87;23754,01
22.05.87;24156,71
25.05.87;24582,77
26.05.87;24580,87
27.05.87;24539,75
28.05.87;24433,65
29.05.87;24772,39
01.06.87;24992,78
02.06.87;24902,63
03.06.87;25049,4
04.06.87;25366,11
05.06.87;25271,3
08.06.87;25523,89
09.06.87;25379,88
10.06.87;25738,96
11.06.87;25890,95
12.06.87;25894,27
15.06.87;25756,44
16.06.87;25738,86
17.06.87;25929,42
18.06.87;25750,55
19.06.87;25288,12
22.06.87;24640,35
23.06.87;24794,91
24.06.87;24892,75
25.06.87;25031,35
26.06.87;25049,83
29.06.87;24509,41
30.06.87;24176,4
01.07.87;24252,38
02.07.87;24636,46
03.07.87;24465,48
06.07.87;23870,86
07.07.87;23816,09
08.07.87;23472,42
09.07.87;23755,9
10.07.87;24102,99
13.07.87;24118,01
14.07.87;23931,53
15.07.87;23969,76
16.07.87;24003,61
17.07.87;23983,45
20.07.87;23328,64
21.07.87;23078,36
22.07.87;22702,74
23.07.87;23036,52
24.07.87;23942,94
27.07.87;24104,98
28.07.87;24385,82
29.07.87;24427,12
30.07.87;24510,37
31.07.87;24488,11
03.08.87;24483,82
04.08.87;24172,6
05.08.87;24297,15
06.08.87;24658,23
07.08.87;24800,95
10.08.87;25119,7
11.08.87;25282,97
12.08.87;25560,23
13.08.87;25575,74
14.08.87;25494,01
17.08.87;25378,88
18.08.87;25344,34
19.08.87;25231,59
20.08.87;25396,57
21.08.87;25559,18
24.08.87;25754,33
25.08.87;25643,39
26.08.87;25875,74
27.08.87;25968,78
28.08.87;25974,96
31.08.87;26029,22
01.09.87;26118,42
02.09.87;25946,6
03.09.87;25649,88
04.09.87;25744,03
07.09.87;25004,09
08.09.87;25204,09
09.09.87;24937,93
10.09.87;24795,24
11.09.87;24828,27
14.09.87;24954,02
15.09.87;24954,02
16.09.87;24967,73
17.09.87;24855,31
18.09.87;24844,84
21.09.87;24912,42
22.09.87;24866,06
23.09.87;24866,06
24.09.87;24944,88
25.09.87;25095,86
28.09.87;25837,34
29.09.87;25998
30.09.87;26010,88
01.10.87;25721,74
02.10.87;25862,45
05.10.87;26018,33
06.10.87;26088,97
07.10.87;25952,27
08.10.87;26286,75
09.10.87;26338,77
12.10.87;26284,65
13.10.87;26400,63
14.10.87;26646,43
15.10.87;26428,22
16.10.87;26366,74
19.10.87;25746,56
20.10.87;21910,08
21.10.87;23947,4
22.10.87;24404,45
23.10.87;23201,22
26.10.87;22202,56
27.10.87;22834,96
28.10.87;22577,53
29.10.87;22033,89
30.10.87;22765,04
02.11.87;23358,6
03.11.87;23358,6
04.11.87;23060,53
05.11.87;22629,65
06.11.87;22795,02
09.11.87;22418,37
10.11.87;21686,46
11.11.87;21036,76
12.11.87;21546,5
13.11.87;22448,25
16.11.87;22615,43
17.11.87;22344,28
18.11.87;22734,49
19.11.87;22668,8
20.11.87;22705,56
23.11.87;22705,56
24.11.87;22856,02
25.11.87;23219,69
26.11.87;23282,18
27.11.87;23268,62
30.11.87;22686,78
01.12.87;22832,89
02.12.87;22915,49
03.12.87;22808,16
04.12.87;22602,75
07.12.87;22586,52
08.12.87;22948,34
09.12.87;22885,7
10.12.87;23280,84
11.12.87;23035,81
14.12.87;22926,28
15.12.87;22846,73
16.12.87;22819,42
17.12.87;22899,83
18.12.87;22826,97
21.12.87;22956,84
22.12.87;22741,02
23.12.87;22693,85
24.12.87;22543,37
25.12.87;22120,94
28.12.87;21564
29.12.87;21564
30.12.87;21564
31.12.87;21564
01.01.88;21564
04.01.88;21217,04
05.01.88;21575,28
06.01.88;22790,5
07.01.88;22792,13
08.01.88;22872,56
11.01.88;22578,43
12.01.88;22625,05
13.01.88;22324,99
14.01.88;22603,65
15.01.88;22603,65
18.01.88;22910,2
19.01.88;22898,17
20.01.88;22843,14
21.01.88;22710,26
22.01.88;22876,58
25.01.88;23318,4
26.01.88;23498,76
27.01.88;23335,91
28.01.88;23587,25
29.01.88;23622,32
01.02.88;23732,32
02.02.88;23672,21
03.02.88;23595,37
04.02.88;23709,1
05.02.88;23650,8
08.02.88;23771,6
09.02.88;23662,27
10.02.88;23771,88
11.02.88;23771,88
12.02.88;23981,94
15.02.88;24207,47
16.02.88;24345,66
17.02.88;24429,95
18.02.88;24675,36
19.02.88;24773,41
22.02.88;24846,71
23.02.88;24949,45
24.02.88;24968,65
25.02.88;25100,66
26.02.88;25165,18
29.02.88;25242,81
01.03.88;25435,9
02.03.88;25682,82
03.03.88;25596,31
04.03.88;25615,62
07.03.88;25616,58
08.03.88;25465,73
09.03.88;25605,39
10.03.88;25617,82
11.03.88;25543,73
14.03.88;25433,51
15.03.88;25475,67
16.03.88;25704,43
17.03.88;25872,29
18.03.88;25966,26
21.03.88;25966,26
22.03.88;25842,75
23.03.88;25895,23
24.03.88;25781,28
25.03.88;25626,71
28.03.88;25622,71
29.03.88;25953,09
30.03.88;26320,07
31.03.88;26260,26
01.04.88;26104,22
04.04.88;26335,29
05.04.88;26315,35
06.04.88;26511,17
07.04.88;26769,22
08.04.88;26748,89
11.04.88;26924,87
12.04.88;26930,84
13.04.88;26985,55
14.04.88;27111,35
15.04.88;26893,57
18.04.88;26671,45
19.04.88;26657
20.04.88;26864,09
21.04.88;26828,16
22.04.88;26837,12
25.04.88;27213,45
26.04.88;27246,77
27.04.88;27191,97
28.04.88;27434,12
29.04.88;27434,12
02.05.88;27669,72
03.05.88;27669,72
04.05.88;27669,72
05.05.88;27669,72
06.05.88;27534,39
09.05.88;27264,3
10.05.88;27412,25
11.05.88;27161,05
12.05.88;27212,58
13.05.88;27468,31
16.05.88;27759,87
17.05.88;27819,98
18.05.88;27767,58
19.05.88;27373,24
20.05.88;27393,85
23.05.88;27249,76
24.05.88;27312,66
25.05.88;27443,65
26.05.88;27428,24
27.05.88;27290,49
30.05.88;27223,1
31.05.88;27416,7
01.06.88;27703,91
02.06.88;27869,36
03.06.88;27821,54
06.06.88;27996,24
07.06.88;27967,32
08.06.88;27912,65
09.06.88;28072,02
10.06.88;27920,36
13.06.88;28036,54
14.06.88;28061,8
15.06.88;28093,52
16.06.88;28147,32
17.06.88;28342,46
20.06.88;28139,03
21.06.88;27925,57
22.06.88;27860,78
23.06.88;27732,93
24.06.88;27750,39
27.06.88;27435,01
28.06.88;27398,09
29.06.88;27607,33
30.06.88;27769,4
01.07.88;27503,53
04.07.88;27360,39
05.07.88;27577,17
06.07.88;27766,6
07.07.88;27728,13
08.07.88;27917,08
11.07.88;27985,99
12.07.88;28099,84
13.07.88;28020,1
14.07.88;28084,08
15.07.88;27913,79
18.07.88;27662,12
19.07.88;27149,03
20.07.88;27553,98
21.07.88;27676,14
22.07.88;27285,01
25.07.88;27183,53
26.07.88;27303,76
27.07.88;27738,57
28.07.88;27796,09
29.07.88;27911,63
01.08.88;28326,31
02.08.88;28366,33
03.08.88;28348,45
04.08.88;28292,66
05.08.88;28423,38
08.08.88;28253,12
09.08.88;28170,36
10.08.88;27554,87
11.08.88;27784,98
12.08.88;27833,51
15.08.88;27901,29
16.08.88;27896,55
17.08.88;28178,86
18.08.88;28129,36
19.08.88;28209,42
22.08.88;28079,18
23.08.88;27919,95
24.08.88;27799,67
25.08.88;27870,44
26.08.88;27565,41
29.08.88;27379,1
30.08.88;27511,65
31.08.88;27365,95
01.09.88;26934,26
02.09.88;27116,5
05.09.88;27341,58
06.09.88;27320,51
07.09.88;27504,01
08.09.88;27740,11
09.09.88;27647,1
12.09.88;27756,74
13.09.88;27794,16
14.09.88;27805,67
15.09.88;27805,67
16.09.88;27866,38
19.09.88;27901
20.09.88;27548,58
21.09.88;27712,66
22.09.88;27428,31
23.09.88;27428,31
26.09.88;27333,75
27.09.88;27499,56
28.09.88;27752,01
29.09.88;27700,13
30.09.88;27923,67
03.10.88;27545,53
04.10.88;27501,02
05.10.88;27405,49
06.10.88;27172,34
07.10.88;27258,27
10.10.88;27258,27
11.10.88;27469,6
12.10.88;27409,37
13.10.88;27273,3
14.10.88;27306,57
17.10.88;27268,74
18.10.88;27141,98
19.10.88;27293,67
20.10.88;27390,55
21.10.88;27401,42
24.10.88;27281,54
25.10.88;27421,49
26.10.88;27620,6
27.10.88;27722,92
28.10.88;27741,34
31.10.88;27982,54
01.11.88;28013,67
02.11.88;27985,26
03.11.88;27985,26
04.11.88;27953,25
07.11.88;27866,36
08.11.88;28007,27
09.11.88;28212,78
10.11.88;28166,42
11.11.88;28489,57
14.11.88;28520,9
15.11.88;28829,41
16.11.88;28996,12
17.11.88;29076,81
18.11.88;29180,2
21.11.88;29284,26
22.11.88;29430,12
23.11.88;29430,12
24.11.88;29340,03
25.11.88;29406,65
28.11.88;28983,32
29.11.88;29318,3
30.11.88;29578,9
01.12.88;29541,46
02.12.88;29532,25
05.12.88;29614,68
06.12.88;29669,38
07.12.88;30050,82
08.12.88;29758,9
09.12.88;29793,42
12.12.88;29672,29
13.12.88;29597,81
14.12.88;29754,73
15.12.88;29705,75
16.12.88;29536,71
19.12.88;29470,08
20.12.88;29567,94
21.12.88;29698,19
22.12.88;29774,61
23.12.88;29686,26
26.12.88;29868,01
27.12.88;30050,93
28.12.88;30159
29.12.88;30159
30.12.88;30159
02.01.89;30159
03.01.89;30159
04.01.89;30243,66
05.01.89;30183,79
06.01.89;30209,54
09.01.89;30678,39
10.01.89;31006,51
11.01.89;31143,45
12.01.89;31143,45
13.01.89;31298,38
16.01.89;31298,38
17.01.89;31227,52
18.01.89;31354,55
19.01.89;31311,4
20.01.89;31170,38
23.01.89;31332,88
24.01.89;31557,68
25.01.89;31567,79
26.01.89;31511,81
27.01.89;31646,13
30.01.89;31567,5
31.01.89;31581,3
01.02.89;31360,68
02.02.89;31498,3
03.02.89;31685,78
06.02.89;31828,75
07.02.89;31880,65
08.02.89;32065,12
09.02.89;32078,43
10.02.89;32131,99
13.02.89;31985,32
14.02.89;31982,89
15.02.89;32149,48
16.02.89;32083,58
17.02.89;32173,39
20.02.89;32177,08
21.02.89;31980,08
22.02.89;32311,93
23.02.89;32452,49
24.02.89;32452,49
27.02.89;32285,77
28.02.89;31985,6
01.03.89;31964,3
02.03.89;32073,73
03.03.89;32000,1
06.03.89;31876,86
07.03.89;31937,94
08.03.89;31837,66
09.03.89;31656,45
10.03.89;31701,78
13.03.89;31552,96
14.03.89;31724,35
15.03.89;32100,48
16.03.89;32098,24
17.03.89;32021,01
20.03.89;31654,8
21.03.89;31654,8
22.03.89;31443,24
23.03.89;31588,66
24.03.89;31568,52
27.03.89;31512,4
28.03.89;32306,36
29.03.89;32737,28
30.03.89;32826,13
31.03.89;32838,68
03.04.89;33042,07
04.04.89;33312,25
05.04.89;33360,79
06.04.89;32995,78
07.04.89;33185,05
10.04.89;32999,02
11.04.89;33249,58
12.04.89;33256,45
13.04.89;33063,94
14.04.89;33150,44
17.04.89;33308,33
18.04.89;33321,66
19.04.89;33363,83
20.04.89;33185,15
21.04.89;33029,81
24.04.89;32805,92
25.04.89;33244,78
26.04.89;33434,93
27.04.89;33500,83
28.04.89;33713,35
01.05.89;33793,17
02.05.89;33954,99
03.05.89;33954,99
04.05.89;33954,99
05.05.89;33954,99
08.05.89;34135,24
09.05.89;34031,87
10.05.89;33992,35
11.05.89;34081,49
12.05.89;33866,33
15.05.89;33716,29
16.05.89;33926,45
17.05.89;33992,45
18.05.89;33856,33
19.05.89;34001,96
22.05.89;34067,86
23.05.89;33816,61
24.05.89;33851,82
25.05.89;34005,39
26.05.89;34191,62
29.05.89;34160,83
30.05.89;34076,89
31.05.89;34266,75
01.06.89;33981,35
02.06.89;33667,42
05.06.89;33457,08
06.06.89;33452,01
07.06.89;33626,89
08.06.89;33718,29
09.06.89;33639,98
12.06.89;33398,01
13.06.89;33213,55
14.06.89;33402,99
15.06.89;32913,09
16.06.89;33055,17
19.06.89;33013,18
20.06.89;33233,47
21.06.89;33345,28
22.06.89;33324,97
23.06.89;33530,71
26.06.89;33625,82
27.06.89;33469,21
28.06.89;33245,6
29.06.89;32956,31
30.06.89;32948,69
03.07.89;33236,42
04.07.89;33190,38
05.07.89;33309,71
06.07.89;33423,48
07.07.89;33703,97
10.07.89;33676,02
11.07.89;33746,77
12.07.89;33701,52
13.07.89;33631,16
14.07.89;33574,77
17.07.89;33456,22
18.07.89;33343,73
19.07.89;33557,17
20.07.89;33664,87
21.07.89;33899,43
24.07.89;34093,33
25.07.89;34538,9
26.07.89;34515,83
27.07.89;34785,28
28.07.89;34705,63
31.07.89;34953,87
01.08.89;34898,46
02.08.89;34899,34
03.08.89;34779,81
04.08.89;34741,99
07.08.89;34630,38
08.08.89;34759,48
09.08.89;34859,27
10.08.89;34719,8
11.08.89;34712,96
14.08.89;34671,62
15.08.89;34810,69
16.08.89;35084,15
17.08.89;35090,11
18.08.89;35063,14
21.08.89;35140,83
22.08.89;35114,35
23.08.89;34893,28
24.08.89;34786,55
25.08.89;34739,93
28.08.89;34607,41
29.08.89;34687,65
30.08.89;34471,66
31.08.89;34431,2
01.09.89;34348,22
04.09.89;34483,78
05.09.89;34441,95
06.09.89;34271,31
07.09.89;34152,56
08.09.89;34115,81
11.09.89;34113,66
12.09.89;34332,88
13.09.89;34286,94
14.09.89;34401,88
15.09.89;34401,88
18.09.89;34472,54
19.09.89;34471,07
20.09.89;34470,58
21.09.89;34745,02
22.09.89;34771,79
25.09.89;34960,71
26.09.89;35444,82
27.09.89;35370,57
28.09.89;35689,98
29.09.89;35636,76
02.10.89;35622,97
03.10.89;35366,37
04.10.89;35382,8
05.10.89;35522,99
06.10.89;35209,35
09.10.89;35376,35
10.10.89;35376,35
11.10.89;35240,07
12.10.89;34795,05
13.10.89;35116,02
16.10.89;34468,69
17.10.89;34996,08
18.10.89;35107,56
19.10.89;35374,22
20.10.89;35486,38
23.10.89;35585,52
24.10.89;35526,55
25.10.89;35442,4
26.10.89;35678,49
27.10.89;35527,29
30.10.89;35417,44
31.10.89;35549,44
01.11.89;35564,43
02.11.89;35494,86
03.11.89;35494,86
06.11.89;35434
07.11.89;35270,46
08.11.89;35595,59
09.11.89;35657,42
10.11.89;35663,2
13.11.89;35750,12
14.11.89;35768,64
15.11.89;35852,23
16.11.89;35876,34
17.11.89;35963,74
20.11.89;35893,58
21.11.89;36059,87
22.11.89;36286,92
23.11.89;36286,92
24.11.89;36484,47
27.11.89;36881,53
28.11.89;36985,3
29.11.89;37021,46
30.11.89;37268,79
01.12.89;37132,68
04.12.89;37303,87
05.12.89;37494,17
06.12.89;37654,29
07.12.89;37858,11
08.12.89;37724,06
11.12.89;37752,67
12.12.89;37803,53
13.12.89;38062,42
14.12.89;38180,7
15.12.89;38271,04
18.12.89;38586,18
19.12.89;38439,1
20.12.89;38512
21.12.89;38215,48
22.12.89;38040,37
25.12.89;38423,62
26.12.89;38681,31
27.12.89;38801,63
28.12.89;38876,94
29.12.89;38915,87
01.01.90;38915,87
02.01.90;38915,87
03.01.90;38915,87
04.01.90;38712,88
05.01.90;38274,76
08.01.90;38294,96
09.01.90;37951,46
10.01.90;37696,51
11.01.90;38170,13
12.01.90;37516,77
15.01.90;37516,77
16.01.90;36850,36
17.01.90;36821,14
18.01.90;36729,46
19.01.90;36836,54
22.01.90;37257,01
23.01.90;37378,02
24.01.90;36778,98
25.01.90;36969,11
26.01.90;36874,07
29.01.90;37173,7
30.01.90;37215,67
31.01.90;37188,95
01.02.90;37206,42
02.02.90;37650,15
05.02.90;37631,41
06.02.90;37666,83
07.02.90;37301,87
08.02.90;37516,24
09.02.90;37288,14
12.02.90;37288,14
13.02.90;37107,03
14.02.90;37155,89
15.02.90;37471,99
16.02.90;37460,32
19.02.90;37222,6
20.02.90;36895,52
21.02.90;35734,33
22.02.90;35826,84
23.02.90;34890,97
26.02.90;33321,87
27.02.90;33897,95
28.02.90;34591,99
01.03.90;33829,58
02.03.90;34057,56
05.03.90;33845,2
06.03.90;33791,08
07.03.90;33362,34
08.03.90;33690,89
09.03.90;33993,12
12.03.90;33368,23
13.03.90;32620,57
14.03.90;32352,13
15.03.90;32671,64
16.03.90;32616,44
19.03.90;31263,24
20.03.90;30807,19
21.03.90;30807,19
22.03.90;29843,34
23.03.90;30372,16
26.03.90;31840,49
27.03.90;31825,96
28.03.90;31263,57
29.03.90;31026,16
30.03.90;29980,45
02.04.90;28002,07
03.04.90;28759,72
04.04.90;28442,94
05.04.90;28249,06
06.04.90;29278,78
09.04.90;30397,93
10.04.90;29624,68
11.04.90;29440,28
12.04.90;29623,2
13.04.90;29213,92
16.04.90;28463,18
17.04.90;28461,6
18.04.90;29249,06
19.04.90;29945,41
20.04.90;29835,44
23.04.90;29679,07
24.04.90;29501,38
25.04.90;29564,36
26.04.90;29424,58
27.04.90;29584,8
30.04.90;29584,8
01.05.90;29689,83
02.05.90;30173,64
03.05.90;30173,64
04.05.90;30173,64
07.05.90;30956,27
08.05.90;30970,58
09.05.90;30945,61
10.05.90;30980,26
11.05.90;31512,14
14.05.90;32042,65
15.05.90;31997,04
16.05.90;31967,62
17.05.90;32061,6
18.05.90;32013,72
21.05.90;31765,05
22.05.90;31938,3
23.05.90;32176,51
24.05.90;32311,75
25.05.90;32793,88
28.05.90;33191,61
29.05.90;32817,67
30.05.90;32926,26
31.05.90;33130,8
01.06.90;32891,12
04.06.90;32925,37
05.06.90;32921,62
06.06.90;32953,5
07.06.90;33192,5
08.06.90;32993,29
11.06.90;32540,18
12.06.90;32322,31
13.06.90;32371,77
14.06.90;32668,11
15.06.90;32538,4
18.06.90;32376,8
19.06.90;32040,38
20.06.90;32087,76
21.06.90;32087,27
22.06.90;31694,57
25.06.90;31124,19
26.06.90;31571,77
27.06.90;32312,75
28.06.90;32106,19
29.06.90;31940,24
02.07.90;32160,23
03.07.90;32414,6
04.07.90;32445,92
05.07.90;32351,67
06.07.90;32445,12
09.07.90;32538,28
10.07.90;32152,43
11.07.90;32294,18
12.07.90;32575,32
13.07.90;32644,37
16.07.90;33021,73
17.07.90;33172,28
18.07.90;33048,11
19.07.90;33055,62
20.07.90;32421,52
23.07.90;31894,79
24.07.90;31702,46
25.07.90;31701,27
26.07.90;31369,75
27.07.90;30863,48
30.07.90;30442,95
31.07.90;31035,66
01.08.90;30837,99
02.08.90;30245,18
03.08.90;29515,76
06.08.90;28599,53
07.08.90;27653,07
08.08.90;28509,14
09.08.90;27615,73
10.08.90;27329,55
13.08.90;26176,43
14.08.90;26672,53
15.08.90;28112,12
16.08.90;27549,44
17.08.90;26786,72
20.08.90;26490,47
21.08.90;26297,84
22.08.90;25210,91
23.08.90;23737,63
24.08.90;24165,76
27.08.90;25141,76
28.08.90;25710,76
29.08.90;24894,79
30.08.90;25669,96
31.08.90;25978,37
03.09.90;25420,43
04.09.90;24907,64
05.09.90;24078,34
06.09.90;23811,91
07.09.90;23962,07
10.09.90;25080,9
11.09.90;24604,66
12.09.90;25216,14
13.09.90;25075,08
14.09.90;24897,46
17.09.90;24365,6
18.09.90;23884,82
19.09.90;23726,17
20.09.90;23602,98
21.09.90;23777,83
24.09.90;23777,83
25.09.90;23359,32
26.09.90;22250,62
27.09.90;21771,91
28.09.90;20983,5
01.10.90;20221,86
02.10.90;22898,41
03.10.90;22849,39
04.10.90;22278,19
05.10.90;22827,65
08.10.90;23630
09.10.90;23495,11
10.10.90;23495,11
11.10.90;22585,63
12.10.90;22390,16
15.10.90;23109,2
16.10.90;23606,1
17.10.90;23859,36
18.10.90;24367,08
19.10.90;24481,49
22.10.90;25070,86
23.10.90;25298,3
24.10.90;24876,88
25.10.90;25352,63
26.10.90;25005,64
29.10.90;25329,31
30.10.90;25242,4
31.10.90;25194,1
01.11.90;24295,16
02.11.90;24194,99
05.11.90;24385,33
06.11.90;23965,75
07.11.90;23500,25
08.11.90;22969,81
09.11.90;22931,8
12.11.90;22931,8
13.11.90;23973,67
14.11.90;23937,44
15.11.90;23487,48
16.11.90;23171,63
19.11.90;23518,16
20.11.90;23205,48
21.11.90;22816,99
22.11.90;23400,28
23.11.90;23400,28
26.11.90;23762,86
27.11.90;23623,51
28.11.90;23053,88
29.11.90;22712,6
30.11.90;22454,63
03.12.90;22725,99
04.12.90;21862,61
05.12.90;22193,72
06.12.90;22553,1
07.12.90;23522,49
10.12.90;23784,67
11.12.90;23956,97
12.12.90;23999,41
13.12.90;24642,97
14.12.90;24349,5
17.12.90;24087,91
18.12.90;24424,02
19.12.90;24876,78
20.12.90;24524,94
21.12.90;24119,6
24.12.90;24119,6
25.12.90;23767,88
26.12.90;23887,56
27.12.90;23940,7
28.12.90;23848,71
31.12.90;23848,71
01.01.91;23848,71
02.01.91;23848,71
03.01.91;23848,71
04.01.91;24069,18
07.01.91;23736,57
08.01.91;22897,84
09.01.91;22969,27
10.01.91;23047,36
11.01.91;23241,02
14.01.91;23213,23
15.01.91;23213,23
16.01.91;22442,7
17.01.91;23446,81
18.01.91;23808,3
21.01.91;23352,19
22.01.91;23253,65
23.01.91;23050,1
24.01.91;23269,01
25.01.91;23573,25
28.01.91;23569,44
29.01.91;23460,12
30.01.91;23409,61
31.01.91;23293,14
01.02.91;23156,7
04.02.91;23287,36
05.02.91;23821,57
06.02.91;23952,04
07.02.91;24104,43
08.02.91;24296,08
11.02.91;24296,08
12.02.91;24935,01
13.02.91;25139,47
14.02.91;25356,37
15.02.91;25343,74
18.02.91;26230,01
19.02.91;26166,98
20.02.91;26198,79
21.02.91;26024,37
22.02.91;25902,81
25.02.91;26462,76
26.02.91;26282,96
27.02.91;26094,25
28.02.91;26409,22
01.03.91;25881,57
04.03.91;25976,02
05.03.91;25913,48
06.03.91;26382,99
07.03.91;26397,96
08.03.91;26607,52
11.03.91;26669,37
12.03.91;26727,42
13.03.91;26418,32
14.03.91;26542,33
15.03.91;26843,1
18.03.91;27146,91
19.03.91;27006,66
20.03.91;26449,35
21.03.91;26449,35
22.03.91;26613,19
25.03.91;26645,79
26.03.91;26339,38
27.03.91;26104,65
28.03.91;26206,92
29.03.91;26292,04
01.04.91;26007,4
02.04.91;26252
03.04.91;26780,06
04.04.91;26689,81
05.04.91;26767,33
08.04.91;26607,65
09.04.91;26317,39
10.04.91;26268,86
11.04.91;26425,19
12.04.91;26582,5
15.04.91;26695,53
16.04.91;26813,3
17.04.91;26980,37
18.04.91;26798,9
19.04.91;26541,97
22.04.91;26237,01
23.04.91;26491,57
24.04.91;26330,21
25.04.91;26038,86
26.04.91;26123,68
29.04.91;26123,68
30.04.91;26111,25
01.05.91;26489
02.05.91;26477,86
03.05.91;26477,86
06.05.91;26477,86
07.05.91;26342,14
08.05.91;26309,79
09.05.91;26438,5
10.05.91;26274,29
13.05.91;26093,2
14.05.91;26030,08
15.05.91;25822,47
16.05.91;25520,27
17.05.91;25701,94
20.05.91;25523,03
21.05.91;25481,21
22.05.91;25398,66
23.05.91;25643,65
24.05.91;25529,14
27.05.91;25425,88
28.05.91;25390,67
29.05.91;25495,41
30.05.91;25647,4
31.05.91;25789,62
03.06.91;25912,61
04.06.91;25556,86
05.06.91;25289,57
06.06.91;24984,12
07.06.91;25035,11
10.06.91;24598,38
11.06.91;24662,59
12.06.91;24482,69
13.06.91;24808,17
14.06.91;25093,89
17.06.91;24943,09
18.06.91;24685,47
