;MSCI WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;FTSE 100 - DIVIDEND YIELD;FTSE 100 - PER;FTSE 100 - PRICE INDEX;STOXX EUROPE 600 E - DIVIDEND YIELD;STOXX EUROPE 600 E - PER;STOXX EUROPE 600 E - PRICE INDEX;NASDAQ COMPOSITE - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;DAX PERFORMANCE - PRICE INDEX;S&P SMALLCAP 600 VALUE - PRICE INDEX;HANG SENG - DIVIDEND YIELD;HANG SENG - PER;HANG SENG - PRICE INDEX;S&P 500 VALUE - PRICE INDEX;S&P 500 GROWTH - PRICE INDEX;Yield
02.12.05;1249,706;679,095;3,15;13,78;5528,08;2,73;13,66;306,679;2273,37;1265,08;5307,99;264,46;3,23;15,57;15200,38;654,69;605,99;
05.12.05;1249,715;682,625;3,16;13,73;5510,39;2,73;13,66;305,493;2257,64;1262,09;5266,86;263,12;3,24;15,53;15158,82;653,62;604,09;
06.12.05;1252,667;687,52;3,15;13,8;5538,77;2,73;13,66;307,101;2260,76;1263,7;5300,85;263,82;3,27;15,36;14990,61;654,42;604,9;
07.12.05;1248,201;689,089;3,15;13,78;5528,84;2,73;13,66;306,785;2252,01;1257,36;5266,75;261,84;3,24;15,51;15134,95;650,57;602,42;
08.12.05;1248,682;684,81;3,14;13,83;5531,11;2,73;13,66;306,924;2246,46;1255,84;5286,75;262,43;3,3;15,24;14879,16;650,39;601,1;
09.12.05;1252,591;683,734;3,15;13,8;5517,42;2,73;13,66;306,86;2256,73;1259,37;5282,13;263,44;3,29;15,28;14910,51;652,91;602,11;
12.12.05;1260,547;688,56;3,16;13,76;5501,48;2,73;13,66;306,802;2260,95;1260,43;5301,21;263,63;3,28;15,35;14984,4;652,92;603,15;
13.12.05;1264,885;691,382;3,16;13,74;5507,24;2,73;13,66;307,215;2265;1267,43;5310,28;263,65;3,28;15,31;14942,62;657,33;605,72;
14.12.05;1270,943;692,131;3,15;13,78;5521,13;2,73;13,66;306,307;2262,59;1272,74;5286,76;264,4;3,28;15,34;14976,26;660,38;607,98;
15.12.05;1264,652;690,188;3,16;13,71;5495,34;2,73;13,66;305,672;2260,63;1270,94;5295,82;261,7;3,26;15,43;15059,02;658,11;608,42;
16.12.05;1267,829;689,64;3,14;13,8;5531,63;2,73;13,66;307,821;2252,48;1267,32;5353,66;259,9;3,27;15,4;15029,81;656,41;606,51;
19.12.05;1263,552;693,915;3,14;13,78;5539,78;2,73;13,66;307,453;2222,74;1259,92;5350,18;256,43;3,23;15,55;15182,89;651,53;603,91;
20.12.05;1262,173;693,497;3,13;13,8;5547,94;2,73;13,66;308,587;2222,42;1259,62;5356,6;256,6;3,24;15,54;15169,17;651,84;603,35;
21.12.05;1265,167;699,04;3,11;13,89;5587,38;2,73;13,66;310,177;2231,66;1262,79;5397,23;258,93;3,22;15,59;15221,42;653,59;604,78;
22.12.05;1270,024;700,085;3,1;13,91;5596,98;2,73;13,66;309,555;2246,49;1268,12;5398,28;259,82;3,23;15,55;15182,53;656,77;606,95;
23.12.05;1270,983;703,319;3,1;13,91;5595,45;2,73;13,66;309,702;2249,42;1268,66;5419,05;261,15;3,23;15,56;15183,58;657,12;607,15;
26.12.05;1271,841;703,155;3,1;13,91;5595,45;2,73;13,66;309,702;2249,42;1268,66;5419,05;261,15;3,23;15,56;15183,58;657,12;607,15;
27.12.05;1264,093;705,773;3,1;13,91;5595,45;2,73;13,66;310,545;2226,89;1256,54;5444,84;257,5;3,23;15,56;15183,58;651,33;600,9;
28.12.05;1268,085;701,814;3,09;13,97;5622,79;2,73;13,66;310,105;2228,94;1258,17;5447,15;259,26;3,25;15,47;15101,54;651,73;602,08;
29.12.05;1266,525;707,682;3,08;14,01;5638,32;2,73;13,66;311,862;2218,16;1254,42;5458,58;258,76;3,26;15,41;15045,59;650,43;599,71;
30.12.05;1257,775;706,483;3,09;13,97;5618,76;2,64;14,15;310,033;2205,32;1248,29;5408,26;257,01;3,3;15,24;14876,43;647,55;596,52;
02.01.06;1259,109;707,013;3,09;13,97;5618,76;2,64;14,15;311,189;2205,32;1248,29;5449,98;257,01;3,3;15,24;14876,43;647,55;596,52;
03.01.06;1281,3;721,134;3,06;14,12;5681,46;2,64;14,15;313,042;2243,74;1268,8;5460,68;260,92;3,28;15,31;14944,77;657,81;606,65;
04.01.06;1295,115;734,936;3,04;14,2;5714,58;2,64;14,15;316,142;2263,46;1273,46;5523,62;262,76;3,23;15,57;15200,06;659,71;609,34;
05.01.06;1295,402;737,875;3,05;14,14;5691,18;2,64;14,15;315,04;2276,87;1273,48;5516,53;263,62;3,21;15,64;15271,13;660,03;609,08;
06.01.06;1308,153;744,627;3,03;14,24;5731,78;2,64;14,15;317,101;2305,62;1285,45;5536,32;266,21;3,2;15,72;15344,44;665,64;615,33;
09.01.06;1309,424;751,994;3,03;14,24;5731,46;2,64;14,15;317,712;2318,69;1290,15;5537,11;268,95;3,16;15,93;15547,43;668,13;617,53;
10.01.06;1304,192;748,979;3,05;14,14;5688,83;2,64;14,15;315,698;2320,32;1289,69;5494,71;271,42;3,15;15,95;15569,91;668,13;617,09;
11.01.06;1311,644;753,238;3,03;14,24;5731,54;2,64;14,15;317,547;2331,36;1294,18;5532,89;270,89;3,14;16,03;15650,88;670,22;619,45;
12.01.06;1307,645;757,376;3,03;14,25;5735,15;2,64;14,15;318,676;2316,69;1286,06;5542,13;269,16;3,12;16,1;15719,37;665,97;615,6;
13.01.06;1306,768;756,752;3,04;14,19;5711,03;2,64;14,15;316,866;2317,04;1287,61;5483,09;269,66;3,11;16,17;15787,97;666,82;616,3;
16.01.06;1307,431;761,845;3,03;14,27;5740,24;2,64;14,15;317,572;2317,04;1287,61;5514,64;269,66;3,11;16,16;15777,72;666,82;616,3;
17.01.06;1295,453;751,473;3,05;14,16;5698,96;2,64;14,15;315,233;2302,69;1282,93;5460,16;268,2;3,15;15,96;15576,2;664,22;614,22;
18.01.06;1285,169;738,698;3,07;14,08;5663,65;2,64;14,15;312,506;2279,64;1277,93;5395,61;269,18;3,17;15,86;15481,21;662,1;611,41;
19.01.06;1296,506;753,535;3,05;14,15;5693,19;2,64;14,15;314,354;2301,81;1285,04;5430,84;272,69;3,13;16,05;15670,42;665,37;615,18;
20.01.06;1281,701;754,218;3,06;14,1;5672,36;2,64;14,15;312,458;2247,7;1261,49;5349,02;269,14;3,13;16,04;15662,08;653,05;604,01;
23.01.06;1286,604;752,094;3,07;14,07;5660,94;2,64;14,15;311,699;2248,47;1263,82;5348,72;270;3,17;15,84;15464,77;655,08;604,41;
24.01.06;1289,022;762,144;3,08;14;5633,8;2,64;14,15;311,003;2265,25;1266,86;5334,3;274,2;3,16;15,91;15530,57;657,46;605,14;
