#NAME?;MSCI AC WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;MSCI EUROPE U$ - PRICE INDEX;MSCI EAFE U$ - PRICE INDEX;MSCI PACIFIC U$ - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;FTSE 100 - PRICE INDEX;NIKKEI 225 STOCK AVERAGE - PRICE INDEX
05.12.80;;;153,693;204,934;376,61;134,03;;7136,6
08.12.80;;;152,546;205,849;376,61;130,61;;7125,13
09.12.80;;;150,806;203,122;376,61;130,48;;7115,1
10.12.80;;;149,789;202,171;376,61;128,26;;7098,85
11.12.80;;;146,513;198,041;376,61;127,36;;7042,41
12.12.80;;;147,138;198,438;376,61;129,23;;7033,7
15.12.80;;;150,411;202,609;376,61;129,45;;7042,67
16.12.80;;;148,605;200,503;376,61;130,6;;7036,76
17.12.80;;;148,836;200,495;376,61;132,89;;7038,1
18.12.80;;;149,65;201,244;376,61;133;;7063,54
19.12.80;;;149,251;201,79;376,61;133,7;;7060,52
22.12.80;;;150,092;203,22;376,61;135,78;;7050,79
23.12.80;;;151,775;204,943;376,61;135,3;;7023,57
24.12.80;;;152,687;206,548;376,61;135,88;;7042
25.12.80;;;152,687;206,548;376,61;135,88;;7031,87
26.12.80;;;152,786;206,755;376,61;136,57;;7063,13
29.12.80;;;152,919;207,221;376,61;135,03;;7063,13
30.12.80;;;152,79;209,429;376,61;135,33;;7063,13
31.12.80;;;152,799;209,132;396,096;135,76;;7063,13
01.01.81;;;152,799;209,132;396,096;135,76;;7063,13
02.01.81;;;152,234;209,517;396,096;136,34;;7063,13
05.01.81;;;152,895;211,79;396,096;137,97;;7150,95
06.01.81;;;155,131;214,023;396,096;138,12;;7137,59
07.01.81;;;152,596;213,044;396,096;135,08;;7200,77
08.01.81;;;151,232;211,81;396,096;133,06;;7222,14
09.01.81;;;150,518;210,887;396,096;133,48;;7248,13
12.01.81;;;149,899;210,34;396,096;133,52;;7251,88
13.01.81;;;147,588;207,621;396,096;133,29;;7246,8
14.01.81;;;148,231;208,076;396,096;133,47;;7244,78
15.01.81;;;148,521;208,676;396,096;134,22;;7244,78
16.01.81;;;148,931;209,278;396,096;134,77;;7255,85
19.01.81;;;149,824;210,372;396,096;134,37;;7296,08
20.01.81;;;149,849;210,454;396,096;131,65;;7289,98
21.01.81;;;150,353;211,644;396,096;131,36;;7315,33
22.01.81;;;149,398;210,042;396,096;130,26;;7293,28
23.01.81;;;148,748;208,654;396,096;130,23;;7267,52
26.01.81;;;148,879;208,355;396,096;129,84;;7249,42
27.01.81;;;148,671;208,431;396,096;131,12;;7285,03
28.01.81;;;147,612;207,525;396,096;130,34;;7279,41
29.01.81;;;147,153;206,595;396,096;130,24;;7215,12
30.01.81;;;146,33;205,558;399,336;129,55;;7254,01
02.02.81;;;145,779;206,635;399,336;126,91;;7322,06
03.02.81;;;143,487;203,903;399,336;128,46;;7291,31
04.02.81;;;145,449;205,937;399,336;128,59;;7288,41
05.02.81;;;145,552;206,476;399,336;129,63;;7278,44
06.02.81;;;145,034;205,365;399,336;130,6;;7264,11
09.02.81;;;145,634;205,617;399,336;129,27;;7239,9
10.02.81;;;145,997;206,134;399,336;129,24;;7261,53
11.02.81;;;145,193;205,393;399,336;128,24;;7261,53
12.02.81;;;144,265;203,943;399,336;127,48;;7261,49
13.02.81;;;142,881;202,051;399,336;126,98;;7207,22
16.02.81;;;138,578;196,862;399,336;126,98;;7165,52
17.02.81;;;139,518;197,811;399,336;127,81;;7135,91
18.02.81;;;142,801;201,209;399,336;128,48;;7157
19.02.81;;;144,196;202,308;399,336;126,61;;7121,65
20.02.81;;;146,121;203,82;399,336;126,58;;7100,81
23.02.81;;;145,086;202,502;399,336;127,35;;7095,26
24.02.81;;;144,212;202,187;399,336;127,39;;7111,23
25.02.81;;;145,676;203,415;399,336;128,52;;7121,66
26.02.81;;;144,21;202,369;399,336;130,1;;7120,24
27.02.81;;;144,428;202,165;391,423;131,27;;7146,53
02.03.81;;;144,07;201,807;391,423;132,01;;7155,58
03.03.81;;;141,393;198,991;391,423;130,56;;7137,12
04.03.81;;;144,637;202,937;391,423;130,86;;7134,39
05.03.81;;;143,585;201,612;391,423;129,93;;7094,03
06.03.81;;;141,721;199,907;391,423;129,85;;7081,19
09.03.81;;;141,595;200,225;391,423;131,12;;7068,73
10.03.81;;;142,744;201,688;391,423;130,46;;7059,41
11.03.81;;;141,994;200,671;391,423;129,95;;7044,87
12.03.81;;;143,601;201,539;391,423;133,19;;6986,39
13.03.81;;;143,505;201,148;391,423;133,11;;6956,52
16.03.81;;;143,978;203,483;391,423;134,68;;7124,33
17.03.81;;;146,081;205,421;391,423;133,92;;7120,39
18.03.81;;;147,613;208,054;391,423;134,22;;7176,67
19.03.81;;;149,045;209,421;391,423;133,46;;7196,8
20.03.81;;;147,552;208,231;391,423;134,08;;7220,94
23.03.81;;;145,423;208,847;391,423;135,69;;7293,57
24.03.81;;;146,932;209,991;391,423;134,67;;7318,19
25.03.81;;;146,679;209,963;391,423;137,11;;7325,96
26.03.81;;;147,818;209,965;391,423;136,27;;7307,27
27.03.81;;;145,534;207,75;391,423;134,65;;7303,04
30.03.81;;;144,903;207,104;391,423;134,28;;7304,69
31.03.81;;;146,673;208,775;410,624;136;;7334,31
01.04.81;;;147,405;210,039;410,624;136,57;;7389,99
02.04.81;;;148,6;211,267;410,624;136,32;;7416,97
03.04.81;;;146,184;209,226;410,624;135,49;;7421,19
06.04.81;;;143,663;207,786;410,624;133,93;;7447,74
07.04.81;;;142,248;207,033;410,624;133,91;;7458,36
08.04.81;;;145,504;210,329;410,624;134,91;;7508,52
09.04.81;;;145,93;210,889;410,624;134,67;;7491,82
10.04.81;;;145,706;210,662;410,624;134,51;;7517,31
13.04.81;;;142,675;208,299;410,624;133,15;;7536,96
14.04.81;;;143,258;208,463;410,624;132,68;;7514,88
15.04.81;;;142,962;207,599;410,624;134,17;;7461,2
16.04.81;;;142,874;206,623;410,624;134,7;;7418,74
17.04.81;;;142,874;206,623;410,624;134,7;;7438,8
20.04.81;;;143,283;208,178;410,624;135,45;;7484,71
21.04.81;;;144,804;209,571;410,624;134,23;;7497,36
22.04.81;;;146,466;211,879;410,624;134,14;;7533,22
23.04.81;;;147,658;213,438;410,624;133,94;;7523,72
24.04.81;;;148,302;214,203;410,624;135,14;;7534,41
27.04.81;;;147,308;215,267;410,624;135,48;;7588,03
28.04.81;;;145,391;214,218;410,624;134,33;;7623,81
29.04.81;;;144,424;212,564;410,624;133,05;;7623,81
30.04.81;;;144,642;213,768;434,702;132,81;;7674,19
01.05.81;;;144,908;213,985;434,702;132,72;;7575,61
04.05.81;;;143,182;211,475;434,702;130,67;;7575,61
05.05.81;;;140,346;209,133;434,702;130,32;;7575,61
06.05.81;;;140,803;208,673;434,702;130,78;;7465,3
07.05.81;;;140,451;207,515;434,702;131,67;;7440,52
08.05.81;;;141,414;208,473;434,702;131,66;;7495,25
11.05.81;;;140,942;209,855;434,702;129,71;;7551,19
12.05.81;;;138,412;207,628;434,702;130,72;;7480,24
13.05.81;;;136,994;205,749;434,702;130,55;;7390,64
14.05.81;;;136,012;204,273;434,702;131,28;;7467,45
15.05.81;;;136,801;205,714;434,702;132,17;;7486,84
18.05.81;;;137,171;206,111;434,702;132,54;;7451,89
19.05.81;;;136,884;204,236;434,702;132,09;;7264,01
20.05.81;;;134,818;203,411;434,702;132;;7371,27
21.05.81;;;135,319;205,75;434,702;131,75;;7487,46
22.05.81;;;133,845;204,88;434,702;131,33;;7541,02
25.05.81;;;133,832;204,997;434,702;131,33;;7560,77
26.05.81;;;133,11;204,615;434,702;132,77;;7576,18
27.05.81;;;132,368;203,17;434,702;133,77;;7529,2
28.05.81;;;132,766;203,127;434,702;133,45;;7502,03
29.05.81;;;132,557;204,124;429,341;132,59;;7539,69
01.06.81;;;132,772;206,479;429,341;132,41;;7589,95
02.06.81;;;130,961;203,851;429,341;130,62;;7504,49
03.06.81;;;130,795;203,344;429,341;130,71;;7480,58
04.06.81;;;128,467;200,069;429,341;130,96;;7413,24
05.06.81;;;125,808;197,262;429,341;132,22;;7430,37
08.06.81;;;125,892;195,65;429,341;132,24;;7334,97
09.06.81;;;126,015;195,563;429,341;131,97;;7375,27
10.06.81;;;128,754;200,025;429,341;132,32;;7484,52
11.06.81;;;127,182;200,902;429,341;133,75;;7569,3
12.06.81;;;126,798;201,971;429,341;133,49;;7634,86
15.06.81;;;129,636;206,92;429,341;133,61;;7711,73
16.06.81;;;131,462;209,046;429,341;132,15;;7696,52
17.06.81;;;131,305;209,022;429,341;133,32;;7705,3
18.06.81;;;129,756;206,857;429,341;131,64;;7712,01
19.06.81;;;127,503;204,008;429,341;132,27;;7714,57
22.06.81;;;128,955;204,603;429,341;131,95;;7668,86
23.06.81;;;128,986;205,18;429,341;133,35;;7705,41
24.06.81;;;130,22;205,757;429,341;132,66;;7706,61
25.06.81;;;129,21;204,106;429,341;132,81;;7692,84
26.06.81;;;127,627;202,519;429,341;132,56;;7726
29.06.81;;;129,048;205,369;429,341;131,89;;7851,73
30.06.81;;;128,943;204,948;441,717;131,21;;7867,42
01.07.81;;;127,519;203,365;441,717;129,77;;7894,93
02.07.81;;;126,056;202,472;441,717;128,64;;7904,56
03.07.81;;;126,149;202,775;441,717;128,64;;7925,34
06.07.81;;;124,242;199,96;441,717;127,37;;7927,36
07.07.81;;;123,421;198,704;441,717;128,24;;7826,47
08.07.81;;;121,34;197,648;441,717;128,32;;7916,38
09.07.81;;;120,752;197,044;441,717;129,3;;7895,16
10.07.81;;;122,619;199,91;441,717;129,37;;7912,98
13.07.81;;;123,877;201,85;441,717;129,64;;7923,86
14.07.81;;;121,976;198,606;441,717;129,65;;7878,96
15.07.81;;;123,876;199,431;441,717;130,25;;7853,95
16.07.81;;;124,264;200,131;441,717;130,34;;7887,38
17.07.81;;;123,095;199,65;441,717;130,76;;7876,89
20.07.81;;;121,776;197,724;441,717;128,72;;7840,16
21.07.81;;;121,149;195,601;441,717;128,34;;7756,76
22.07.81;;;121,285;195,022;441,717;127,13;;7760,84
23.07.81;;;122,675;195,781;441,717;127,4;;7717,07
24.07.81;;;122,434;195,225;441,717;128,46;;7743,08
27.07.81;;;125,352;198,268;441,717;129,9;;7816,76
28.07.81;;;124,122;195,867;441,717;129,14;;7784,84
29.07.81;;;124,518;196,128;441,717;129,16;;7823,56
30.07.81;;;123,554;194,976;441,717;130,01;;7831,35
31.07.81;;;124,845;196,045;418,674;130,92;;7828,26
03.08.81;;;123,05;192,736;418,674;130,48;;7815,97
04.08.81;;;122,549;192,029;418,674;131,98;;7820,06
05.08.81;;;122,746;193,387;418,674;132,67;;7888,53
06.08.81;;;123,255;195,393;418,674;132,64;;7906,1
07.08.81;;;122,864;197,78;418,674;131,75;;7968,93
10.08.81;;;121,121;195,38;418,674;132,54;;7978,47
11.08.81;;;122,055;196,44;418,674;133,85;;7985,64
12.08.81;;;123,959;199,42;418,674;133,4;;7938,89
13.08.81;;;125,847;201,522;418,674;133,51;;7953,57
14.08.81;;;126,046;201,235;418,674;132,49;;7976,4
17.08.81;;;125,803;201,091;418,674;131,22;;8019,14
18.08.81;;;128,577;203,794;418,674;130,11;;7949,38
19.08.81;;;127,541;203,354;418,674;130,49;;7961,52
20.08.81;;;128,584;203,959;418,674;130,69;;7972,96
21.08.81;;;128,838;204,442;418,674;129,23;;7995,23
24.08.81;;;128,921;204,442;418,674;125,5;;7917,53
25.08.81;;;125,077;199,314;418,674;126,13;;7817,22
26.08.81;;;125,165;198,321;418,674;124,96;;7852,29
27.08.81;;;126,207;198,738;418,674;123,51;;7796,39
28.08.81;;;126,777;198,195;418,674;124,08;;7726,59
31.08.81;;;127,919;200,068;425,96;122,79;;7815,78
01.09.81;;;125,96;196,747;425,96;123,02;;7735,71
02.09.81;;;126,569;196,179;425,96;123,49;;7678,17
03.09.81;;;127,012;196,796;425,96;121,24;;7678,46
04.09.81;;;125,465;195,383;425,96;120,07;;7662,59
07.09.81;;;124,094;193,135;425,96;120,07;;7604,17
08.09.81;;;123,13;191,957;425,96;117,98;;7594,71
09.09.81;;;122,15;190,555;425,96;118,4;;7629,17
10.09.81;;;122,992;190,948;425,96;120,14;;7583,27
11.09.81;;;123,725;190,732;425,96;121,61;;7543,45
14.09.81;;;122,94;190,427;425,96;120,66;;7542,82
15.09.81;;;123,216;192,128;425,96;119,77;;7542,82
16.09.81;;;124,189;193,111;425,96;118,87;;7506,33
17.09.81;;;126,541;195,513;425,96;117,15;;7539,27
18.09.81;;;123,812;193,314;425,96;116,26;;7548,57
21.09.81;;;123,631;193,306;425,96;117,24;;7522,6
22.09.81;;;123,497;191,965;425,96;116,68;;7492,96
23.09.81;;;120,574;189,213;425,96;115,65;;7492,96
24.09.81;;;117,26;184,058;425,96;115,01;;7364,03
25.09.81;;;116,246;183,209;425,96;112,77;;7363,06
28.09.81;;;111,019;172,385;425,96;115,53;;7037,12
29.09.81;;;116,156;179,918;425,96;115,94;;7357,68
30.09.81;;;115,431;179,568;380,681;116,18;;7455,5
01.10.81;;;116,108;178,116;380,681;117,08;;7365,91
02.10.81;;;117,874;179,289;380,681;119,36;;7377,13
05.10.81;;;121,322;184,549;380,681;119,51;;7499,75
06.10.81;;;121,539;184,871;380,681;119,39;;7506,01
07.10.81;;;122,136;186,181;380,681;121,31;;7545,88
08.10.81;;;122,592;186,448;380,681;122,31;;7522,51
09.10.81;;;126,878;190,818;380,681;121,45;;7516,22
12.10.81;;;126,292;192,322;380,681;121,21;;7587,8
13.10.81;;;123,084;188,953;380,681;120,98;;7583,17
14.10.81;;;120,51;185,743;380,681;118,8;;7494,13
15.10.81;;;121,261;184,161;380,681;119,71;;7352,49
16.10.81;;;119,274;180,245;380,681;119,19;;7231,42
19.10.81;;;118,601;177,421;380,681;118,98;;7076,65
20.10.81;;;119,753;178,812;380,681;120,28;;7109,92
21.10.81;;;119,087;179,36;380,681;120,1;;7253,99
22.10.81;;;117,624;177,561;380,681;119,64;;7216,29
23.10.81;;;117,376;178,399;380,681;118,6;;7262,19
26.10.81;;;115,647;176,04;380,681;118,16;;7261,8
27.10.81;;;115,821;176,367;380,681;119,29;;7280,58
28.10.81;;;116,879;178,227;380,681;119,45;;7321,98
29.10.81;;;117,148;179,132;380,681;119,06;;7428,25
30.10.81;;;119,513;181,917;379,089;121,89;;7449,46
02.11.81;;;124,173;187,551;379,089;124,2;;7539,63
03.11.81;;;124,207;188,233;379,089;124,8;;7539,63
04.11.81;;;125,152;189,598;379,089;124,74;;7572,15
05.11.81;;;126,788;191,096;379,089;123,54;;7546,5
06.11.81;;;125,384;189,738;379,089;122,67;;7536,53
09.11.81;;;128,014;191,86;379,089;123,29;;7516,35
10.11.81;;;126,17;190,158;379,089;122,7;;7528,21
11.11.81;;;125,099;189,113;379,089;122,92;;7502,58
12.11.81;;;126,565;190,589;379,089;123,19;;7505,02
13.11.81;;;127,676;192,594;379,089;121,67;;7569,51
16.11.81;;;125,786;193,058;379,089;120,24;;7674,92
17.11.81;;;124,928;192,27;379,089;121,15;;7648,6
18.11.81;;;124,329;192,934;379,089;120,26;;7667,31
19.11.81;;;125,792;195,117;379,089;120,71;;7655,26
20.11.81;;;127,036;195,879;379,089;121,71;;7647,43
23.11.81;;;125,657;195,927;379,089;121,6;;7647,43
24.11.81;;;126,948;196,15;379,089;123,51;;7602,69
25.11.81;;;129,463;198,824;379,089;124,05;;7650,79
26.11.81;;;130,174;199,669;379,089;124,05;;7664,69
27.11.81;;;131,668;199,333;379,089;125,09;;7555,23
30.11.81;;;133,618;201,493;416,653;126,35;;7549,33
01.12.81;;;132,385;200,4;416,653;126,1;;7521,73
02.12.81;;;131,719;199,566;416,653;124,69;;7566,17
03.12.81;;;130,512;200,07;416,653;125,12;;7624,98
04.12.81;;;132,192;203,031;416,653;126,26;;7716,13
07.12.81;;;132,556;203,938;416,653;125,19;;7789,16
08.12.81;;;130,828;202,075;416,653;124,82;;7752,43
09.12.81;;;129,298;199,262;416,653;125,48;;7743,12
10.12.81;;;129,297;199,254;416,653;125,71;;7746,91
11.12.81;;;127,944;198,34;416,653;124,93;;7730,88
14.12.81;;;124,723;193,843;416,653;122,78;;7654,17
15.12.81;;;126,032;195,504;416,653;122,99;;7680,89
16.12.81;;;127,033;196,614;416,653;122,42;;7674,65
