#NAME?;MSCI AC WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;MSCI EUROPE U$ - PRICE INDEX;MSCI EAFE U$ - PRICE INDEX;MSCI PACIFIC U$ - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;FTSE 100 - PRICE INDEX;NIKKEI 225 STOCK AVERAGE - PRICE INDEX
13.08.96;189,213;474,121;776,139;1150,5;2288,479;660,2;3823,4;20864,95
14.08.96;189,413;471,393;775,395;1151,109;2293,313;662,05;3830,3;20981,11
15.08.96;189,348;471,484;776,488;1150,411;2287,021;662,28;3837,4;20968,25
16.08.96;189,726;472,137;777,617;1150,089;2282,158;665,21;3872,9;20834
19.08.96;190,035;469,288;777,944;1152,865;2292,53;666,58;3863,7;21106,41
20.08.96;190,334;470,148;782,76;1156,466;2292,204;665,69;3883,2;21127,01
21.08.96;190,683;472,731;782,48;1161,172;2312,398;665,07;3872,1;21275,02
22.08.96;191,539;472,45;783,1;1163,58;2320,339;670,68;3891,1;21363,24
23.08.96;191,441;474,66;788,227;1165,843;2313,548;667,03;3907,5;21228,8
26.08.96;190,867;472,484;789,85;1163,248;2297,807;663,88;3907,5;20883,74
27.08.96;191,188;475,069;790,691;1162,829;2293,448;666,4;3905,7;20910,27
28.08.96;190,719;477,314;791,551;1158,612;2273,441;664,81;3918,7;20709,81
29.08.96;189,09;476,499;785,193;1149,772;2257,091;657,4;3885;20553,16
30.08.96;187,894;477,132;782,207;1142,827;2237,95;651,99;3867,6;20166,9
02.09.96;187,362;476,334;779,61;1136,732;2221,081;651,99;3884,4;20107,11
03.09.96;187,277;472,259;775,938;1133,507;2219,362;654,72;3855,9;20198,15
04.09.96;187,856;475,433;780,203;1138,669;2227,177;655,61;3872,7;20201,87
05.09.96;187,345;474,434;780,986;1141,797;2237,56;649,44;3887,2;20379,82
06.09.96;187,798;474,623;780,655;1137,598;2221,362;655,68;3893;20152,53
09.09.96;189,087;475,813;785,206;1141,822;2224,421;663,76;3910,8;20202,27
10.09.96;189,101;475,209;782,32;1141,73;2233,099;663,81;3916,1;20559,59
11.09.96;189,042;474,939;779,204;1137,496;2225,492;667,28;3905,6;20571,04
12.09.96;189,753;476,377;783,085;1139,838;2222,929;671,15;3932,6;20443,93
13.09.96;191,733;478,235;788,979;1149,114;2242,524;680,54;3967,9;20842,64
16.09.96;192,664;482,258;793,809;1154,011;2247,472;683,98;3977,2;20842,64
17.09.96;193,049;482,92;789,529;1160,246;2286,516;682,94;3972,3;21310,59
18.09.96;193,106;482,662;789,398;1162,049;2294,33;681,47;3955,7;21156,75
19.09.96;193,281;482,89;788,03;1162,023;2298,517;683;3974,3;21322,85
20.09.96;193,371;481,847;790,434;1158,887;2278,09;687,03;3964,1;21112,24
23.09.96;192,843;480,531;784,89;1153,895;2274,995;686,48;3919,7;21112,24
24.09.96;192,913;481,399;786,86;1155,543;2275,577;685,61;3910,5;21171,99
25.09.96;193,804;481,815;795,525;1165,24;2288,2;685,83;3935,7;21350,67
26.09.96;193,861;480,778;792,866;1165,77;2298,723;685,86;3933,2;21461,37
27.09.96;194,112;480,378;794,396;1168,727;2306,065;686,19;3946,4;21547,02
30.09.96;194,511;480,616;797,231;1171,647;2309,155;687,31;3953,7;21556,4
01.10.96;194,895;482,315;800,297;1173,307;2306,348;689,08;3992,2;21462,97
02.10.96;195,785;485,888;806,063;1175,714;2298,157;694,01;4015,1;21498,6
03.10.96;195,34;485,326;804,884;1171,953;2286,42;692,78;4000;21331,5
04.10.96;196,027;484,165;807,436;1169,341;2267,707;701,46;4024,8;21148,03
07.10.96;196,389;482,046;809,227;1172,188;2273,777;703,34;4031,5;21161,01
08.10.96;195,932;481,594;811,484;1170,908;2261,454;700,64;4035,6;21038,53
09.10.96;194,913;481,13;807,86;1164,6;2246,931;696,74;4009,3;20870,83
10.10.96;194,473;480,236;804,268;1162,572;2249,862;694,61;3994,7;20870,83
11.10.96;195,444;479,704;808,652;1165,457;2247,962;700,66;4028,1;20968,16
14.10.96;196,191;479,412;811,728;1170,35;2258,4;703,54;4038,7;21029,25
15.10.96;196,756;478,587;814,357;1178,373;2283,079;702,57;4050,8;21429,93
16.10.96;196,648;476,975;810,513;1175,252;2282,318;704,41;4024,4;21397,19
17.10.96;197,071;478,797;810,816;1175,609;2282,831;706,99;4042,1;21423,74
18.10.96;198,081;481,297;816,547;1182,191;2291,881;710,82;4053,1;21612,3
21.10.96;197,615;479,622;819,329;1178,613;2268,484;709,85;4073,1;21302,95
22.10.96;196,815;478,378;819,289;1173,932;2249,402;706,57;4057,2;21123,68
23.10.96;196,363;479,323;815,145;1168,396;2239,675;707,27;4028,4;21082,15
24.10.96;195,508;477,535;811,717;1165,327;2237,827;702,29;3999,4;21003,49
25.10.96;194,864;473,252;815,835;1161,78;2210,362;700,92;4022,4;20739,97
28.10.96;194,366;469,17;819,873;1162,46;2200,494;697,26;4025,3;20885,41
29.10.96;194,662;467,171;814,025;1160,532;2210,913;701,5;3993,5;20958,08
30.10.96;194,651;465,047;815,761;1161,306;2208,646;700,9;3963,9;20681,67
31.10.96;194,976;467,432;814,284;1158,107;2200,15;705,27;3979,1;20466,86
01.11.96;195,041;469,733;813,311;1159,863;2210,404;703,77;3948,5;20633,06
04.11.96;195,527;470,644;814,472;1160,58;2209,708;706,73;3928,1;20633,06
05.11.96;196,482;470,432;818,204;1161,156;2200,373;714,14;3921,1;20592,33
06.11.96;198,791;472,166;823,672;1172,427;2229,489;724,59;3935,7;20991,52
07.11.96;199,446;472,184;823,323;1176,198;2246,058;727,65;3900,4;20771,11
08.11.96;200,444;472,294;825,359;1183,49;2269,604;730,82;3910,8;21201,04
11.11.96;200,709;471,985;828,552;1185,715;2268,726;731,87;3914,4;21065,08
12.11.96;200,847;473,556;832,307;1189,663;2273,154;729,56;3934,3;21206,43
13.11.96;200,735;473,777;831,978;1186,377;2260,698;731,13;3926,9;20979,44
14.11.96;201,876;474,648;836,106;1192,671;2273,59;735,88;3926,1;21031,04
15.11.96;202,567;477,248;843,122;1198,194;2274,254;737,62;3958,2;20929,73
18.11.96;202,276;477,749;844,607;1196,251;2261,625;737,02;3962,1;20796,37
19.11.96;203,233;477,91;847,22;1200,154;2269,449;742,16;3978,1;20956,18
20.11.96;203,983;477,175;848,262;1206,48;2292,149;743,95;3962,8;21189,96
21.11.96;203,832;476,465;849,208;1206,945;2291,091;742,75;3953,8;21143,34
22.11.96;204,941;476,795;854,61;1212,847;2298,376;748,73;4018,7;21216,11
25.11.96;205,712;478,044;853,845;1210,07;2289,377;757,03;4054,6;21293,57
26.11.96;205,599;478,032;851,077;1210,232;2298,724;755,96;4068,4;21418,25
27.11.96;205,161;477,501;846,728;1205,387;2292,476;755;4049,2;21345,28
28.11.96;204,794;475,804;850,394;1201,561;2265,264;755;4050,2;21035,54
29.11.96;205,077;474,708;854,069;1202,613;2258,056;757,02;4058;21020,36
02.12.96;204,356;475,005;851,158;1194,982;2235,688;756,56;4038,5;20674,69
03.12.96;202,731;475,758;845,662;1187,901;2223,889;748,28;4061,5;20630,56
04.12.96;202,178;475,368;839,157;1185,826;2236,12;745,1;4045,2;20659,91
05.12.96;202,771;477,665;841,493;1195,034;2266,877;744,38;4051,2;20943,9
06.12.96;200,084;470,672;830,433;1172,313;2207,946;739,6;3963;20276,7
09.12.96;201,955;470,753;834,672;1178,69;2220,849;749,81;4011,6;20603,71
10.12.96;202,429;472,397;839,833;1186,596;2237,151;747,54;4035,7;20822,12
11.12.96;200,661;469,764;832,937;1176,704;2218,162;740,73;3982,5;20568,38
12.12.96;198,625;465,714;832,742;1170,169;2191,632;729,33;3990,7;20501,2
13.12.96;197,566;462,899;826,332;1159,993;2169,904;728,64;3972,4;20341,39
16.12.96;197,522;463,361;833,743;1169,392;2185,188;720,98;3993,8;20422,04
17.12.96;198,104;463,392;832,304;1169,205;2189,029;726,04;3979,6;20413,46
18.12.96;198,658;466,28;835,828;1166,907;2168,174;731,54;4018,2;20093,03
19.12.96;199,924;469,507;837,479;1161,113;2138,802;745,76;4051,3;19570,67
20.12.96;201,327;471,602;847,477;1172,21;2152,849;748,87;4077,6;19690,46
23.12.96;201,34;470,855;849,235;1174,941;2158,559;746,92;4087,2;19690,46
24.12.96;200,977;471,818;848,293;1165,145;2120,863;751,03;4092,5;19161,71
25.12.96;200,977;471,815;848,293;1165,145;2120,863;751,03;4092,5;19549,41
26.12.96;201,824;472,027;849,184;1168,642;2132,541;755,82;4092,5;19291,58
27.12.96;202,382;472,84;855,762;1173,766;2132,732;756,79;4091;19369,04
30.12.96;202,627;474,097;860,648;1178,954;2138,616;753,85;4115,7;19361,35
31.12.96;201,784;476,315;869,129;1185,565;2138,876;740,74;4118,5;19361,35
01.01.97;201,784;476,315;869,129;1185,565;2138,876;740,74;4118,5;19361,35
02.01.97;200,333;476,086;854,016;1173,818;2138,551;737,01;4057,4;19361,35
03.01.97;201,65;478,489;855,715;1173,55;2131,986;748,03;4089,5;19361,35
06.01.97;202,207;481,974;856,157;1179,13;2153,76;747,65;4106,5;19446
07.01.97;202,642;487,218;856,999;1173,22;2126,489;753,23;4078,8;18896,19
08.01.97;201,932;492,644;859,33;1168,705;2100,243;748,41;4087,5;18680,38
09.01.97;201,694;494,069;861,363;1157,333;2046,444;754,85;4087;18073,87
10.01.97;200,765;495,811;856,503;1139,379;1987,418;759,5;4056,6;17303,65
13.01.97;202,181;497,217;863,273;1154,939;2030,365;759,51;4107,3;18118,79
14.01.97;203,83;500,42;870,604;1160,213;2028,766;768,86;4168,2;18093,13
15.01.97;204,188;505,602;873,772;1163,924;2034,028;767,2;4158,9;18093,13
16.01.97;205,07;504,444;879,096;1171,551;2048,645;769,75;4197,5;18144,34
17.01.97;205,329;506,371;875,013;1164,97;2034,395;776,17;4207,7;18090,04
20.01.97;204,325;508,674;868,988;1150,414;1993,249;776,7;4194;17480,34
21.01.97;204,387;506,81;866,361;1144,77;1978,226;782,72;4195,5;17358,16
22.01.97;205,445;506,819;868,286;1150,965;1997,788;786,23;4219,1;18013,88
23.01.97;204,137;508,21;870,797;1147,905;1977,032;777,56;4271,5;17909,46
24.01.97;202,669;507,034;865,316;1140,793;1965,056;770,52;4218,8;17689,36
27.01.97;201,009;507,918;859,808;1127,457;1927,323;765,02;4212;17334,9
28.01.97;200,992;508,323;858,422;1126,431;1927,503;765,02;4237,4;17796,57
29.01.97;201,935;504,68;856,127;1128,024;1941,47;772,5;4207,5;18335,3
30.01.97;203,286;507,485;862,431;1128,078;1921,49;784,17;4228,4;17864,04
31.01.97;204,858;508,415;870,096;1142,577;1957,14;786,16;4275,8;18330,01
03.02.97;204,788;510,415;868,977;1139,744;1948,965;786,73;4257,8;18085,95
04.02.97;205,335;511,722;871,167;1142,279;1952,476;789,26;4260,9;18314,33
05.02.97;203,982;514,413;878,822;1141,214;1923,547;778,28;4281,5;18185,97
06.02.97;204,067;516,115;878,718;1139,318;1916,01;780,15;4265,9;18038,43
07.02.97;204,903;518,563;879,6;1135,472;1897,225;789,56;4307,8;17867,04
10.02.97;205,803;520,416;888,622;1151,058;1933,037;785,43;4307,7;18181,17
11.02.97;206,027;521,233;884,398;1146,845;1929,072;789,59;4304,3;18181,17
12.02.97;207,687;526,218;881,717;1147,903;1942,045;802,77;4304,3;18409,96
13.02.97;208,992;527,573;882,719;1150,819;1950,94;811,82;4327,1;18688,06
14.02.97;208,986;526,789;885,006;1155,034;1961,117;808,48;4341;18722
17.02.97;208,781;528,938;880,817;1152,085;1962,277;808,48;4337,8;18750,65
18.02.97;209,372;529,083;879,875;1148,418;1950,083;816,29;4332,3;18470,75
19.02.97;209,067;530,776;880,612;1148,815;1949,374;812,49;4357,4;18599,12
20.02.97;208,786;531,082;880,017;1159,755;1996,641;802,8;4356,1;19051,71
21.02.97;209,029;531,168;881,212;1164,886;2014,099;801,77;4336,8;19034,54
24.02.97;210,563;533,966;886,019;1169,83;2019,238;810,28;4331,1;18896,99
25.02.97;211,452;537,206;892,326;1176,003;2024,684;812,1;4344,7;19070,07
26.02.97;209,857;533,677;885,654;1167,88;2012,325;805,68;4329,3;18990,92
27.02.97;208,759;528,696;886,091;1170,873;2023,322;795,07;4339,2;19021,56
28.02.97;207,339;529,859;880,185;1159,752;1996,102;790,82;4308,3;18557
03.03.97;207,301;528,838;876,29;1153,5;1982,632;795,31;4307,1;18429,13
04.03.97;207,191;527,379;883,803;1158,675;1980,107;790,95;4357,7;18564,78
05.03.97;208,188;526,767;885,401;1156,33;1965,303;801,99;4360,1;18273,51
06.03.97;207,902;527,233;893,219;1156,818;1942,405;798,56;4399,3;18041,33
07.03.97;208,827;528,934;894,153;1158,771;1947,514;804,97;4420,3;18198,74
10.03.97;210,538;530,448;904,366;1166,53;1947,081;813,65;4437,4;18113,89
11.03.97;210,638;531,7;906,052;1170,491;1958,105;811,34;4444,3;18267,72
12.03.97;208,822;528,533;897,214;1160,039;1942,998;804,26;4422,5;18183,27
13.03.97;206,253;527,466;892,623;1150,589;1918,514;789,56;4397,7;17900,48
14.03.97;206,763;525,886;897,3;1153,278;1914,749;793,17;4424,3;17923,64
17.03.97;206,256;525,438;885,976;1144,255;1913,472;795,71;4373,3;18053,5
18.03.97;205,92;524,52;882,608;1147,671;1938,324;789,66;4356,8;18445,2
19.03.97;205,628;523,591;884,102;1150,473;1945,159;785,77;4332,2;18493,71
20.03.97;203,832;523,49;866,934;1134,404;1933,332;782,65;4258,1;18493,71
21.03.97;204,888;520,28;875,436;1146,071;1954,538;784,1;4254,8;18633,16
24.03.97;204,975;519,083;871,289;1138,158;1935,006;790,89;4214,8;18043,82
25.03.97;205,78;520,349;882,751;1149,205;1944,226;789,07;4270,7;18439,61
26.03.97;206,634;521,138;892,905;1157,639;1946,809;790,5;4301,5;18472,45
27.03.97;205,156;521,774;903,015;1163,117;1937,303;773,88;4312,9;18210,42
28.03.97;204,995;520,86;903,67;1161,537;1928,686;773,88;4312,9;18189,72
31.03.97;202,842;514,608;907,148;1162,395;1921,167;757,12;4312,9;18003,4
01.04.97;201,44;512,571;884,114;1141,865;1909,55;759,64;4248,1;17869,59
02.04.97;200,625;514,81;880,255;1143,619;1929,082;750,11;4236,6;18037,3
03.04.97;200,163;513,341;873,388;1137,862;1927,125;750,32;4214,6;18129,31
04.04.97;200,676;515,267;875,121;1132,989;1901,458;757,9;4236,6;17860,59
07.04.97;200,809;517,346;876,596;1127,228;1872,945;762,13;4271,7;17715,67
08.04.97;201,421;517,41;875,785;1130,505;1889,076;766,12;4269,3;18021,7
09.04.97;200,672;520,404;880,433;1128,184;1864,691;760,6;4292,3;17703,37
10.04.97;199,967;518,019;881,115;1123,814;1844,447;758,34;4313,2;17485,75
11.04.97;197,375;514,959;873,999;1122,01;1859,628;737,65;4270,7;17846,98
14.04.97;197,243;510,935;868,69;1112,345;1836,544;743,73;4251,7;17692,47
15.04.97;199,506;511,11;878,109;1123,27;1851,76;754,72;4286,8;17933,59
16.04.97;201,278;512,913;879,849;1130,372;1875,599;763,53;4294,6;18031,2
17.04.97;201,52;511,184;885,004;1136,2;1883,302;761,77;4298,9;18093,41
18.04.97;202,578;510,504;885,841;1142,209;1905,494;766,34;4310,5;18352,14
21.04.97;202,954;513,273;891,682;1153,49;1933,575;760,37;4328,7;18551,66
22.04.97;204,404;513,803;890,494;1150,682;1925,738;774,61;4346,1;18544,45
23.04.97;205,138;516,999;894,932;1158,469;1943,826;773,64;4387,7;18735,47
24.04.97;204,91;515,831;895,532;1158,523;1942,139;771,18;4388,5;18698,07
25.04.97;203,334;514,79;887,042;1150,087;1934,262;765,37;4369,7;18612,86
28.04.97;203,995;513,342;886,674;1147,454;1924,544;772,96;4389,7;18670,37
29.04.97;207,18;511,435;899,376;1156,504;1921,576;794,05;4433,2;18670,37
30.04.97;208,993;513,702;901,196;1167,028;1959,315;801,34;4436;19151,12
01.05.97;209,442;513,724;906,794;1175,976;1978,513;798,53;4445;19275,33
02.05.97;211,469;514,858;906,994;1179,624;1992,965;812,97;4455,6;19514,75
05.05.97;213,809;515,546;913,303;1185,326;1996,473;830,24;4455,6;19514,75
06.05.97;215,898;517,368;924,709;1209,611;2060,627;827,76;4519,3;20180,92
07.05.97;214,585;516,937;926,34;1211,015;2061,245;815,62;4537,5;20048,9
08.05.97;215,429;517,903;930,142;1215,649;2068,315;820,26;4580,4;20061,81
09.05.97;216,892;518,898;939,116;1225,104;2078,868;824,78;4630,9;19802,78
12.05.97;219,911;516,31;946,031;1243,526;2133,044;837,66;4669,6;20143,51
13.05.97;219,866;516,167;953,186;1248,691;2131,646;833,13;4691;20129,11
14.05.97;220,642;514,008;957,353;1254,511;2142,457;836,04;4686,9;20209,72
15.05.97;221,356;511,605;957,941;1257,286;2152,062;841,88;4681,2;20056,31
16.05.97;221,005;512,914;962,757;1266,883;2176,425;829,75;4693,9;20324,73
19.05.97;220,892;513,337;954,633;1261,055;2178,161;833,27;4645,2;20489,75
20.05.97;222,348;515,331;953,954;1267,777;2208,112;841,66;4607,5;20332,83
21.05.97;222,228;517,634;965,881;1267,644;2169,641;839,35;4642;19841,98
22.05.97;221,006;517,874;960,606;1257,285;2143,586;835,66;4651,8;19877,39
23.05.97;223,064;518,988;964,267;1266,251;2169,01;847,03;4661,8;20009
26.05.97;223,239;519,636;965,637;1267,461;2169,657;847,03;4661,8;20043,5
27.05.97;222,798;520,107;961,489;1259,708;2150,795;849,71;4681,6;19889,89
28.05.97;222,9;522,261;955,308;1264,418;2189,946;847,21;4677,5;20351,34
29.05.97;222,384;524,318;954,112;1261,535;2181,824;844,08;4672,3;20312,23
30.05.97;221,109;527,013;938,207;1241,389;2149,108;848,28;4621,3;20068,81
02.06.97;221,625;532,391;936,316;1248,41;2183,095;846,36;4562,8;20451,85
03.06.97;222,023;533,774;940,659;1253,848;2191,801;845,48;4557,8;20563,16
04.06.97;221,704;533,26;941,18;1255,945;2198,66;840,11;4557,1;20611,56
05.06.97;222,489;532,835;946,262;1260,952;2203,387;843,43;4576,2;20488,15
06.06.97;224,637;534,773;954,902;1266,269;2198,577;858,01;4645;20485,75
09.06.97;226,53;536,244;964,716;1281,331;2229,417;862,91;4686,7;20223,82
10.06.97;226,999;536,198;965,578;1283,508;2235,561;865,27;4739,6;20532,55
11.06.97;228,021;538,139;966,974;1287,884;2248,929;869,57;4724,8;20289,93
12.06.97;229,662;541,798;974,343;1286,81;2222,262;883,48;4757,4;20564,46
13.06.97;231,02;540,304;978,5;1288,651;2217,064;893,27;4783,1;20528,35
16.06.97;232,112;544,294;979,582;1299,271;2256,504;893,9;4745,1;20681,07
17.06.97;231,349;544,394;969,285;1289,57;2248,696;894,42;4682,2;20593,66
18.06.97;230,772;545,112;972,014;1290,716;2245,037;889,06;4657;20497,85
19.06.97;232,192;546,266;979,449;1295,274;2240,827;897,99;4653,7;20507,85
20.06.97;232,292;548,247;979,452;1295,099;2240,119;898,7;4593,9;20385,54
23.06.97;230,146;550,397;984,051;1295,658;2228,429;878,62;4575,8;20436,14
24.06.97;232,457;550,798;985,523;1298,712;2236,245;896,34;4596,3;20341,93
25.06.97;233,555;553,073;998,42;1319,721;2281,646;888,99;4640;20679,27
26.06.97;233,224;553,092;999,409;1322,386;2289,367;883,68;4657,9;20624,76
27.06.97;232,656;553,758;994,089;1311,506;2261,739;887,3;4640,3;20523,75
30.06.97;232,081;554,125;983,669;1308,282;2280,358;885,14;4604,6;20604,96
01.07.97;233,282;559,183;1000,401;1312,366;2246,076;891,03;4728,3;20175,52
02.07.97;235,059;565,086;999,22;1313,512;2254,261;904,03;4751,4;20196,42
03.07.97;238,113;567,393;1020,875;1330,88;2258,487;916,92;4831,7;20121,41
04.07.97;237,904;570,109;1023,223;1326,989;2235,725;916,92;4812,8;19968
07.07.97;237,742;569,461;1032,392;1331,745;2227,068;912,2;4810,7;19705,17
08.07.97;238,249;570,423;1026,693;1328,552;2231,498;918,75;4758,5;19853,89
09.07.97;237,056;570,619;1029,731;1328,252;2221,083;907,54;4762,4;19697,17
10.07.97;237,557;570,552;1026,941;1326,159;2221,122;913,78;4767,8;19754,78
11.07.97;237,957;565,35;1027,589;1327,459;2224,382;916,68;4799,5;19875,49
14.07.97;238,524;559,37;1029,274;1333,229;2242,476;918,38;4857,4;20228,72
15.07.97;238,26;549,195;1025,584;1323,535;2214,683;925,76;4899,3;20069,41
16.07.97;241,209;554,126;1041,699;1339,534;2230,197;936,59;4964,2;20358,74
17.07.97;240,703;550,347;1040,665;1341,884;2242,775;931,61;4949;20519,25
18.07.97;237,493;543,412;1025,944;1327,602;2229,947;915,3;4877,2;20249,32
21.07.97;235,957;542,653;1011,758;1316,158;2226,874;912,94;4805,7;20249,32
22.07.97;239,16;547,815;1023,117;1323,364;2221,472;933,98;4846,7;20157,02
23.07.97;240,51;550,497;1037,944;1335,001;2223,374;936,56;4874,5;20130,51
24.07.97;240,536;553,549;1027,251;1330,025;2235,723;940,3;4862,9;20286,23
25.07.97;240,083;555,388;1023,803;1326,366;2231,455;938,79;4851,5;20389,54
28.07.97;239,635;559,035;1019,245;1323,201;2232,521;936,45;4862,6;20575,26
29.07.97;240,38;562,111;1019,449;1322,984;2231,034;942,29;4876,6;20402,74
30.07.97;241,771;561,931;1028,308;1324,819;2211,633;952,29;4927,3;20212,82
31.07.97;242,237;561,319;1028,33;1327,923;2224,035;954,29;4907,5;20331,43
01.08.97;239,879;554,375;1017,803;1312,311;2193,162;947,14;4899,3;19804,38
04.08.97;238,85;554,78;1003,854;1295,589;2168,177;950,3;4895,7;19668,07
05.08.97;238,383;552,563;1002,411;1286,98;2137,965;952,37;4960,6;19514,45
06.08.97;240,635;557,994;1011,446;1302,233;2171,906;960,32;5026,2;19702,07
07.08.97;240,01;553,08;1022,715;1309,066;2165,277;951,19;5086,8;19475,85
08.08.97;238,325;549,879;1015,983;1315,175;2210,168;933,54;5031,3;19604,46
11.08.97;236,991;544,828;1012,412;1297,59;2150,336;937;5031,9;18824,18
12.08.97;235,993;541,5;1013,227;1300,988;2161,513;926,53;5075,8;19099,11
13.08.97;235,1;539,868;1003,641;1296,7;2173,257;922,02;5003,6;19008,6
14.08.97;234,546;536,868;995,277;1287,296;2160,774;924,77;4991,3;19222,62
15.08.97;231,784;530,204;992,603;1289,554;2177,919;900,81;4865,8;19326,03
18.08.97;231,405;521,749;980,714;1272,95;2147,183;912,49;4835;19041,1
19.08.97;233,211;521,37;994,594;1276,835;2120,841;926,01;4914,2;18961
20.08.97;235,45;524,987;997,388;1284,866;2144,643;939,35;4958,4;19252,23
21.08.97;234,178;526,805;1000,467;1287,772;2147,004;925,05;4978;19157,12
22.08.97;232,048;521,08;988,632;1268,543;2105,568;923,55;4901,1;18650,17
25.08.97;231,183;518,077;987,506;1263,497;2088,716;920,16;4901,1;18656,17
26.08.97;230,32;517,008;984,155;1263,842;2100,22;913,02;4886,3;18814,98
27.08.97;229,678;515,208;984,478;1255,46;2065,614;913,7;4906,9;18441,94
28.08.97;227,248;501,154;975,797;1244,528;2047,952;903,67;4845,4;18451,45
29.08.97;224,917;489,238;968,114;1227,213;2001,652;899,47;4817,5;18229,42
01.09.97;223,918;480,544;975,139;1218,924;1947,129;899,47;4870,2;17974,3
02.09.97;228,069;486,899;986,393;1229,184;1954,311;927,58;4952,2;18232,52
03.09.97;230,071;490,192;993,341;1248,422;2010,569;927,86;4976,9;18735,17
04.09.97;230,19;490,272;992,79;1245,982;2002,435;930,87;4991,3;18615,06
05.09.97;231,192;505,543;1001,119;1255,274;2014,57;929,05;4994,2;18650,17
08.09.97;231,551;511,362;997,772;1254,55;2021,782;931,2;4985,2;18633,86
09.09.97;232,451;512,583;995,158;1261,554;2057,821;933,62;4950,5;18695,97
10.09.97;229,767;505,247;985,548;1251,679;2047,215;919,03;4905,2;18704,77
11.09.97;227,108;497,771;975,548;1232,034;1998,551;912,59;4854,8;18282,23
12.09.97;228,253;501,183;982,259;1229,408;1967,711;923,91;4848,2;17965,8
15.09.97;228,634;497,003;993,751;1240,567;1977,781;919,77;4902,9;17965,8
16.09.97;231,81;497,198;1003,734;1244,145;1961,969;945,64;4976,4;17974,5
17.09.97;232,279;500,443;1016,755;1250,951;1949,931;943;5013,1;17683,27
18.09.97;233,215;500,546;1025,524;1255,451;1941,495;947,29;5046,2;17930,09
19.09.97;233,675;501,016;1023,644;1257,233;1954,335;950,51;5023,8;18058,21
22.09.97;234,712;497,593;1029,579;1262,753;1958,557;955,43;5075,7;18201,32
23.09.97;234,401;497,093;1027,23;1263,971;1970,555;951,93;5027,5;18201,32
24.09.97;235,548;498,46;1041,934;1287,105;2019,009;944,48;5077,2;18420,08
25.09.97;234,722;498,87;1044,142;1286,304;2009,121;937,91;5065,5;18341,96
26.09.97;235,506;500,299;1051,672;1285,465;1982,991;945,22;5226,3;17994,71
29.09.97;236,696;500,962;1055,832;1287,988;1980,548;953,34;5220,3;17987,21
30.09.97;236,582;502,045;1060,528;1294,42;1992,185;947,28;5244,2;17887,71
01.10.97;237,807;501,246;1067,427;1298,77;1988,796;955,41;5317,1;17842,16
02.10.97;238,357;502,865;1073,289;1297,471;1965,854;960,46;5296,1;17455,04
03.10.97;239,484;501,147;1083,489;1304,276;1962,343;965,03;5330,8;17647,45
06.10.97;240,347;499,769;1079,681;1304,599;1975,154;972,69;5300;17824,78
07.10.97;241,266;499,214;1083,429;1302,273;1954,48;983,12;5305,6;17511,19
08.10.97;240,412;501,591;1078,699;1303,518;1973,782;973,84;5262,1;17619,18
09.10.97;238,692;505,777;1064,45;1286,949;1950,321;970,62;5217,8;17376,92
10.10.97;238,022;508,527;1055,878;1284,049;1964,588;966,98;5227,3;17376,92
13.10.97;238,459;508,137;1072,904;1286,877;1924,476;968,1;5300,1;17204,7
14.10.97;238,304;509,702;1071,413;1282;1909,403;970,28;5298,9;17306,39
15.10.97;237,711;505,661;1069,119;1282,022;1916,423;965,72;5263,7;17306,39
16.10.97;237,392;501,616;1068,856;1292,265;1958,345;955,23;5287,9;17707,49
17.10.97;234,428;496,412;1048,688;1273,766;1945,018;944,16;5271,1;17478,42
20.10.97;234,426;490,561;1047,484;1261,008;1897,427;955,61;5211;17294,51
21.10.97;237,06;494,545;1055,493;1266,23;1894,185;972,28;5225,9;17210,09
22.10.97;236,413;492,743;1048,575;1261,423;1895,792;968,49;5148,8;17687,61
23.10.97;230,318;476,564;1017,824;1220,305;1823,636;950,69;4991,5;17151,55
24.10.97;229,134;466,296;1020,269;1222,125;1823,553;941,64;4970,2;17363,74
27.10.97;218,514;432,929;1000,19;1196,644;1781,932;876,99;4840,7;17038,36
28.10.97;220,056;423,92;975,951;1161,899;1715,694;921,85;4755,4;16312,69
29.10.97;223,842;428,458;1009,713;1203,884;1782,23;919,16;4871,8;16857,04
30.10.97;220,079;414,611;998,555;1185,698;1742,91;903,68;4801,9;16364,94
31.10.97;222,174;419,257;1006,861;1193,348;1748,512;914,62;4842,3;16458,94
03.11.97;226,657;439,748;1021,058;1207,888;1763,971;938,99;4906,4;16458,94
04.11.97;226,904;447,07;1021,53;1206,792;1758,109;940,76;4897,4;16500,1
05.11.97;227,146;447,052;1026,527;1206,345;1741,064;942,76;4908,3;16448,05
06.11.97;226,057;441,716;1021,919;1201,653;1736,169;938,03;4863,8;16533,87
07.11.97;221,905;426,839;1005,643;1173,26;1671,143;927,51;4764,3;15836,36
10.11.97;220,685;424,65;1007,903;1167,48;1640,907;921,13;4806,8;15697,2
11.11.97;221,11;420,928;1009,462;1170,882;1649,895;923,78;4793,7;15867,23
12.11.97;216,655;406,188;993,879;1148,118;1605,484;905,96;4720,4;15434,17
13.11.97;217,864;404,102;993,968;1148,006;1604,761;916,66;4711;15427,27
